"Date","LRAC55TTCAM156S"
1976-01-01,53.1453707138693
1976-02-01,52.4096385542169
1976-03-01,51.3647381178206
1976-04-01,53.0107187894073
1976-05-01,52.457298543435
1976-06-01,53.1138975966562
1976-07-01,53.2642109102277
1976-08-01,53.0056632202421
1976-09-01,54.8418869880767
1976-10-01,52.6484585143803
1976-11-01,53.3113095545347
1976-12-01,53.7780066958537
1977-01-01,53.5264807109467
1977-02-01,52.472203719834
1977-03-01,51.840490797546
1977-04-01,52.461357955415
1977-05-01,52.3555148555148
1977-06-01,51.8529799979693
1977-07-01,52.2721515780941
1977-08-01,51.642409541136
1977-09-01,52.2592032274332
1977-10-01,51.5149989933562
1977-11-01,52.6929260450161
1977-12-01,52.4452023875207
1978-01-01,52.3776153769146
1978-02-01,51.955642139967
1978-03-01,51.9624956361279
1978-04-01,52.3076923076923
1978-05-01,51.9946346067862
1978-06-01,51.9466349253583
1978-07-01,52.5802297939778
1978-08-01,52.3230525899565
1978-09-01,52.8720884326885
1978-10-01,51.8253929152091
1978-11-01,52.79157853313
1978-12-01,52.4562782471998
1979-01-01,53.3297371518242
1979-02-01,52.7949094468918
1979-03-01,53.0452634666145
1979-04-01,53.4566034053764
1979-05-01,53.3807482462977
1979-06-01,53.8035019455253
1979-07-01,54.1079926192095
1979-08-01,53.6436363636364
1979-09-01,53.3914306463326
1979-10-01,52.2350553327212
1979-11-01,52.2823779193206
1979-12-01,52.329783645738
1980-01-01,52.6791726791727
1980-02-01,52.1636808990923
1980-03-01,52.0117009542991
1980-04-01,51.7066398582986
1980-05-01,52.7933094384707
1980-06-01,52.7681083400887
1980-07-01,53.5850314225862
1980-08-01,53.3605856069968
1980-09-01,52.6560424966799
1980-10-01,52.7058377917712
1980-11-01,52.5216240487782
1980-12-01,52.3805029962723
1981-01-01,50.7440195893765
1981-02-01,51.1702227652975
1981-03-01,50.933571026459
1981-04-01,50.3278381416261
1981-05-01,51.7578307620384
1981-06-01,52.3229778897285
1981-07-01,53.2203231965724
1981-08-01,54.07038913943
1981-09-01,53.595620302496
1981-10-01,52.625972582438
1981-11-01,53.1049151523558
1981-12-01,52.8461289875814
1982-01-01,51.9741994932043
1982-02-01,51.6185396358286
1982-03-01,51.8062887307781
1982-04-01,51.2693611951242
1982-05-01,51.7451168747999
1982-06-01,50.7187514260941
1982-07-01,50.801968468058
1982-08-01,50.0818330605565
1982-09-01,50.1247901256977
1982-10-01,49.8120385887042
1982-11-01,51.4354175143542
1982-12-01,51.9360953154617
1983-01-01,53.0307124200666
1983-02-01,52.7749067541455
1983-03-01,53.4068990266003
1983-04-01,52.4157076971298
1983-05-01,51.6374033864987
1983-06-01,49.9665492172517
1983-07-01,49.9665998663995
1983-08-01,50.03777609884
1983-09-01,50.4481320436596
1983-10-01,50.6201825108532
1983-11-01,50.7364323941793
1983-12-01,51.6009362716954
1984-01-01,51.5187585416391
1984-02-01,51.4787430683919
1984-03-01,51.9469104333304
1984-04-01,50.5704256252743
1984-05-01,50.7646465974322
1984-06-01,50.0612637843515
1984-07-01,49.86889257932
1984-08-01,49.4521325359061
1984-09-01,49.8146613754306
1984-10-01,50.2003484320558
1984-11-01,50.0565709312446
1984-12-01,50.104347826087
1985-01-01,51.0316667390643
1985-02-01,50.8746798628294
1985-03-01,50.9846447471155
1985-04-01,50.5113981104273
1985-05-01,50.3962239639718
1985-06-01,49.7403946002077
1985-07-01,50.1967057195971
1985-08-01,50.2051924489179
1985-09-01,50.2675643017435
1985-10-01,50.2350252274785
1985-11-01,50.6593122468327
1985-12-01,50.7902329787692
1986-01-01,50.1914884461466
1986-02-01,50.1333218647858
1986-03-01,49.9419729206963
1986-04-01,49.5339947601254
1986-05-01,50.3476394849785
1986-06-01,49.5990394099232
1986-07-01,49.4877620129453
1986-08-01,49.3017477724469
1986-09-01,49.1160481143787
1986-10-01,48.9155080213904
1986-11-01,48.6979946123915
1986-12-01,49.1644942091542
1987-01-01,49.2312291791236
1987-02-01,49.3234879849759
1987-03-01,49.7931152156294
1987-04-01,49.7207894624664
1987-05-01,49.5378061767838
