"Date","LFIN25TTCAM647S"
1995-01-01,2130339.05830936
1995-02-01,2146580.92029745
1995-03-01,2116953.05882901
1995-04-01,2186073.16908984
1995-05-01,2175349.98700991
1995-06-01,2189238.82710164
1995-07-01,2178138.99284888
1995-08-01,2185799.76581754
1995-09-01,2191343.8702797
1995-10-01,2205435.83990049
1995-11-01,2236371.28126717
1995-12-01,2203158.95763633
1996-01-01,2167802.33933773
1996-02-01,2193403.50272241
1996-03-01,2200232.37672828
1996-04-01,2222100.24400928
1996-05-01,2238048.15239588
1996-06-01,2210806.85587793
1996-07-01,2179746.77518018
1996-08-01,2200755.18379762
1996-09-01,2183507.97470453
1996-10-01,2186705.77177126
1996-11-01,2207147.25413132
1996-12-01,2177851.91273805
1997-01-01,2181063.8610035
1997-02-01,2185980.17458986
1997-03-01,2192389.20695527
1997-04-01,2177622.77961421
1997-05-01,2160509.10488502
1997-06-01,2179029.34416828
1997-07-01,2166390.17167396
1997-08-01,2140053.14285685
1997-09-01,2114605.83454861
1997-10-01,2104016.40680794
1997-11-01,2108376.47314214
1997-12-01,2133342.27715015
1998-01-01,2119321.58705731
1998-02-01,2112296.5487297
1998-03-01,2122758.45690047
1998-04-01,2107081.14610128
1998-05-01,2117265.44225613
1998-06-01,2127026.41388354
1998-07-01,2117794.66737209
1998-08-01,2138491.03566791
1998-09-01,2111034.26257034
1998-10-01,2109586.13396768
1998-11-01,2107201.75799314
1998-12-01,2087390.72984548
1999-01-01,2097274.14808575
1999-02-01,2085024.90321745
1999-03-01,2104018.43398782
1999-04-01,2054428.62451484
1999-05-01,2066487.78315592
1999-06-01,2092399.50638937
1999-07-01,2077699.61928493
1999-08-01,2066037.51492139
1999-09-01,2101349.82052182
1999-10-01,2100922.46132935
1999-11-01,2103711.18091383
1999-12-01,2109669.36010427
2000-01-01,2121469.4933874
2000-02-01,2080015.16574722
2000-03-01,2076805.62287446
2000-04-01,2091603.94716925
2000-05-01,2093984.73961448
2000-06-01,2086789.20168432
2000-07-01,2087943.49632788
2000-08-01,2095452.97459818
2000-09-01,2100717.61039778
2000-10-01,2080583.10113923
2000-11-01,2065480.3781181
2000-12-01,2075843.12514923
2001-01-01,2049636.45056608
2001-02-01,2047538.12578406
2001-03-01,2060005.51267442
2001-04-01,2041196.93573605
2001-05-01,2028947.33771823
2001-06-01,2060022.42757561
2001-07-01,2093606.38632651
2001-08-01,2082811.61861973
2001-09-01,2101667.182769
2001-10-01,2081637.51838419
2001-11-01,2068465.27734682
2001-12-01,2052155.59694847
2002-01-01,2026488.96226783
2002-02-01,2025011.94949454
2002-03-01,1994823.30531453
2002-04-01,1985421.48591483
2002-05-01,1962761.33474446
2002-06-01,1944429.2294126
2002-07-01,1928403.25288572
2002-08-01,1941279.012183
2002-09-01,1897176.70609739
2002-10-01,1921451.11399236
2002-11-01,1932338.49918145
2002-12-01,1908263.79501792
2003-01-01,1937938.96819165
2003-02-01,1914715.74730103
2003-03-01,1929963.72347258
2003-04-01,1930340.08864959
2003-05-01,1890534.58637841
2003-06-01,1904726.05306242
2003-07-01,1877569.78544883
2003-08-01,1882717.9201484
2003-09-01,1877887.92823473
2003-10-01,1870935.47317339
2003-11-01,1870197.02632172
2003-12-01,1871942.43168985
2004-01-01,1888427.64176394
2004-02-01,1886491.85631889
2004-03-01,1869269.35049192
2004-04-01,1866726.80565304
2004-05-01,1880034.75117307
2004-06-01,1839641.75819651
2004-07-01,1889635.62852813
2004-08-01,1884461.60181448
2004-09-01,1917650.9718072
2004-10-01,1894520.58780464
2004-11-01,1884935.90947877
2004-12-01,1886235.45533746
2005-01-01,1904451.77687944
2005-02-01,1886081.34088756
2005-03-01,1896403.04725647
2005-04-01,1922690.86325851
2005-05-01,1939018.70526197
2005-06-01,1923601.89253165
2005-07-01,1959212.20751318
2005-08-01,1920129.8471556
2005-09-01,1943417.27112184
2005-10-01,1928950.81434248
2005-11-01,1959707.72824663
2005-12-01,1948337.24808167
2006-01-01,1918206.80331607
2006-02-01,1951831.5351883
2006-03-01,1965854.96977412
2006-04-01,1913264.56057969
2006-05-01,1914659.26926345
2006-06-01,1924978.42554475
2006-07-01,1929456.8011793
2006-08-01,1956739.72337801
2006-09-01,1932835.3895368
2006-10-01,1944643.24644816
2006-11-01,1948992.74751771
2006-12-01,1914167.28182498
2007-01-01,1888107.78631423
2007-02-01,1907841.20844245
2007-03-01,1906016.87156026
2007-04-01,1929788.92416954
2007-05-01,1927753.70096599
2007-06-01,1914060.46336775
2007-07-01,1906847.29941199
2007-08-01,1933598.39259425
2007-09-01,1905419.26340425
2007-10-01,1912171.27704094
2007-11-01,1889945.24592947
