"Date","LFIN25TTCAM647S"
2007-12-01,1899294.68829214
2008-01-01,1903924.68978329
2008-02-01,1900184.64303793
2008-03-01,1899384.92797722
2008-04-01,1916890.530774
2008-05-01,1902844.22800203
2008-06-01,1910781.20802061
2008-07-01,1922381.94195076
2008-08-01,1914302.4335991
2008-09-01,1913082.02741813
2008-10-01,1890012.21763823
2008-11-01,1895440.00748372
2008-12-01,1882182.3493959
2009-01-01,1916262.07922367
2009-02-01,1903968.84816343
2009-03-01,1899342.26686791
2009-04-01,1914826.52540321
2009-05-01,1926554.09411098
2009-06-01,1948804.81129247
2009-07-01,1965428.24728425
2009-08-01,1964056.30920679
2009-09-01,1953578.89940557
2009-10-01,1945026.19779522
2009-11-01,1898887.48370452
2009-12-01,1946614.5658888
2010-01-01,1945756.32875453
2010-02-01,1957783.76112955
2010-03-01,1953988.15458168
2010-04-01,1935555.468683
2010-05-01,1932559.95570943
2010-06-01,1924529.08592035
2010-07-01,1920491.69277599
2010-08-01,1878637.18331014
2010-09-01,1933461.16381091
2010-10-01,1989459.26250401
2010-11-01,1978557.19287511
2010-12-01,1994359.15261417
2011-01-01,1942593.44081222
2011-02-01,1945102.34012732
2011-03-01,1942308.58479332
2011-04-01,1922064.30934223
2011-05-01,1973305.97962203
2011-06-01,1941913.85192248
2011-07-01,1966338.18737101
2011-08-01,1915340.13860161
2011-09-01,1946486.54205805
2011-10-01,1946755.20733012
2011-11-01,1964604.25706803
2011-12-01,1986824.07925932
2012-01-01,1952742.34618311
2012-02-01,1957549.99224879
2012-03-01,1967265.24161295
2012-04-01,1911616.83405334
2012-05-01,1891842.2940476
2012-06-01,1928529.25951931
2012-07-01,1916323.35229456
2012-08-01,1895082.74075927
2012-09-01,1885533.44427736
2012-10-01,1883827.12152442
2012-11-01,1871040.49114553
2012-12-01,1864026.08521577
2013-01-01,1904640.19099958
2013-02-01,1896239.86995624
2013-03-01,1918137.85631333
2013-04-01,1912195.37284242
2013-05-01,1904606.44207285
2013-06-01,1907435.04908463
2013-07-01,1890788.23322698
2013-08-01,1900619.32189337
2013-09-01,1905264.16307979
2013-10-01,1914159.16518411
2013-11-01,1914854.39957039
2013-12-01,1923107.44844394
2014-01-01,1934121.81814949
2014-02-01,1954315.51933673
2014-03-01,1963053.48081775
2014-04-01,1995910.9390121
2014-05-01,1994517.22060518
2014-06-01,2013582.51594696
2014-07-01,1988419.57693882
2014-08-01,1997492.41270941
2014-09-01,1995968.74274848
2014-10-01,1984123.8221526
2014-11-01,1979205.97659327
2014-12-01,1980981.44020124
2015-01-01,1987044.97108862
2015-02-01,1975156.1523865
2015-03-01,1963128.00576379
2015-04-01,1970278.5585323
2015-05-01,1961033.52646766
2015-06-01,1950248.92302365
2015-07-01,1935353.09654771
2015-08-01,1917028.55382656
2015-09-01,1915446.33445867
2015-10-01,1931972.3016222
2015-11-01,1928009.60429642
2015-12-01,1924427.63672729
2016-01-01,1922310.57455959
2016-02-01,1942331.75102902
2016-03-01,1925910.76344166
2016-04-01,1923762.38964379
2016-05-01,1929701.08864727
2016-06-01,1952710.42890497
2016-07-01,1980489.62548839
2016-08-01,1969013.06760264
2016-09-01,2003299.65439878
2016-10-01,1992265.05755611
2016-11-01,1952150.03838492
2016-12-01,1926659.92192411
2017-01-01,1878510.64773458
2017-02-01,1899608.92324705
2017-03-01,1857920.5769701
2017-04-01,1872270.52784782
2017-05-01,1864802.92723406
2017-06-01,1856058.53250863
2017-07-01,1835353.25361015
2017-08-01,1861096.67202782
2017-09-01,1893616.13668123
2017-10-01,1893501.93368874
2017-11-01,1919937.90877264
2017-12-01,1902483.64748465
2018-01-01,1929458.08995297
2018-02-01,1911410.22791083
2018-03-01,1901470.8149038
2018-04-01,1900069.53227157
2018-05-01,1918683.73196472
2018-06-01,1886867.77910213
2018-07-01,1868235.58781972
2018-08-01,1863273.10108623
2018-09-01,1865013.9355218
2018-10-01,1849510.53754609
2018-11-01,1860337.38393713
2018-12-01,1821495.49413003
2019-01-01,1830185.45904925
2019-02-01,1815785.91606592
2019-03-01,1838135.83126176
2019-04-01,1811632.27857694
2019-05-01,1826963.95564329
2019-06-01,1821749.84628004
2019-07-01,1832121.60725787
2019-08-01,1838397.99013931
2019-09-01,1834069.21275707
2019-10-01,1866915.38740511
2019-11-01,1857612.9941233
2019-12-01,1855482.26762442
2020-01-01,1851883.85299047
2020-02-01,1865745.64689912
2020-03-01,2102217.7510718
2020-04-01,2669593.87950245
2020-05-01,2439476.75983621
2020-06-01,2059184.20277682
2020-07-01,1972268.14836708
2020-08-01,1939728.73496583
2020-09-01,1843964.94411727
2020-10-01,1800067.98117464
2020-11-01,1817113.27535323
2020-12-01,1836646.18505805
2021-01-01,1851323.92561073
2021-02-01,1834681.02531218
2021-03-01,1802755.24346552
2021-04-01,1835729.21233989
2021-05-01,1849551.12446796
2021-06-01,1840007.99644619
2021-07-01,1800855.73093801
2021-08-01,1803406.84820446
2021-09-01,1748869.32910886
2021-10-01,1751789.69210783
2021-11-01,1728852.33645062
2021-12-01,1713045.6646391
2022-01-01,1764863.20798584
2022-02-01,1719515.21441533
2022-03-01,1713089.73963308
2022-04-01,1701947.95300233
2022-05-01,1673966.31987129
2022-06-01,1715279.28768694
2022-07-01,1753275.16030768
2022-08-01,1721789.46832034
2022-09-01,1762773.21222101
2022-10-01,1742559.50194682
2022-11-01,1729808.81820265
2022-12-01,1752818.65306586
2023-01-01,1684960.3791328
2023-02-01,1713035.64842093
2023-03-01,1715661.55482218
2023-04-01,1740580.27542995
2023-05-01,1720909.07983552
2023-06-01,1703629.56307377
2023-07-01,1737536.15212184
2023-08-01,1764662.45725922
2023-09-01,1744855.53450445
2023-10-01,1744784.16540505
2023-11-01,1758440.25986052
