"Date","LFAC24MACAM647N"
1976-01-01,1449900
1976-02-01,1449200
1976-03-01,1468400
1976-04-01,1484700
1976-05-01,1581900
1976-06-01,1723400
1976-07-01,1888300
1976-08-01,1807100
1976-09-01,1523600
1976-10-01,1528300
1976-11-01,1522100
1976-12-01,1519400
1977-01-01,1502000
1977-02-01,1506400
1977-03-01,1515800
1977-04-01,1526800
1977-05-01,1655100
1977-06-01,1754900
1977-07-01,1922000
1977-08-01,1871600
1977-09-01,1574900
1977-10-01,1570400
1977-11-01,1562400
1977-12-01,1546500
1978-01-01,1504100
1978-02-01,1525100
1978-03-01,1557800
1978-04-01,1560100
1978-05-01,1694700
1978-06-01,1797700
1978-07-01,1982000
1978-08-01,1924800
1978-09-01,1612000
1978-10-01,1615900
1978-11-01,1613700
1978-12-01,1600900
1979-01-01,1576200
1979-02-01,1581800
1979-03-01,1604700
1979-04-01,1633500
1979-05-01,1753700
1979-06-01,1841600
1979-07-01,2005300
1979-08-01,1966100
1979-09-01,1672700
1979-10-01,1689300
1979-11-01,1669800
1979-12-01,1653000
1980-01-01,1629600
1980-02-01,1627400
1980-03-01,1654000
1980-04-01,1662500
1980-05-01,1759200
1980-06-01,1932500
1980-07-01,2026500
1980-08-01,1992700
1980-09-01,1696500
1980-10-01,1698300
1980-11-01,1680900
1980-12-01,1663000
1981-01-01,1651000
1981-02-01,1656400
1981-03-01,1687800
1981-04-01,1675300
1981-05-01,1793900
1981-06-01,1935800
1981-07-01,2052300
1981-08-01,1999200
1981-09-01,1708900
1981-10-01,1693000
1981-11-01,1661800
1981-12-01,1639900
1982-01-01,1587200
1982-02-01,1585000
1982-03-01,1613500
1982-04-01,1600600
1982-05-01,1706400
1982-06-01,1822800
1982-07-01,1965900
1982-08-01,1868800
1982-09-01,1604000
1982-10-01,1613100
1982-11-01,1577900
1982-12-01,1571400
1983-01-01,1534200
1983-02-01,1542100
1983-03-01,1578000
1983-04-01,1566900
1983-05-01,1691700
1983-06-01,1797000
1983-07-01,1935200
1983-08-01,1871800
1983-09-01,1592800
1983-10-01,1565600
1983-11-01,1562100
1983-12-01,1544800
1984-01-01,1502000
1984-02-01,1513300
1984-03-01,1540800
1984-04-01,1550900
1984-05-01,1681100
1984-06-01,1767200
1984-07-01,1919300
1984-08-01,1846000
1984-09-01,1573300
1984-10-01,1563900
1984-11-01,1535400
1984-12-01,1515500
1985-01-01,1487600
1985-02-01,1485200
1985-03-01,1544100
1985-04-01,1529200
1985-05-01,1658700
1985-06-01,1748400
1985-07-01,1882700
1985-08-01,1836400
1985-09-01,1528000
1985-10-01,1535700
1985-11-01,1529700
1985-12-01,1516600
1986-01-01,1484100
1986-02-01,1495700
1986-03-01,1518900
1986-04-01,1542400
1986-05-01,1647300
1986-06-01,1767200
1986-07-01,1870200
1986-08-01,1814500
1986-09-01,1522900
1986-10-01,1524400
1986-11-01,1508300
1986-12-01,1485700
1987-01-01,1459100
1987-02-01,1474300
1987-03-01,1494400
1987-04-01,1486700
1987-05-01,1606800
1987-06-01,1721300
1987-07-01,1836000
1987-08-01,1782000
1987-09-01,1497700
1987-10-01,1512200
1987-11-01,1485300
1987-12-01,1470400
1988-01-01,1441600
1988-02-01,1437000
1988-03-01,1457900
1988-04-01,1445700
1988-05-01,1590500
1988-06-01,1642800
1988-07-01,1785100
1988-08-01,1724800
1988-09-01,1451800
1988-10-01,1451300
1988-11-01,1434600
1988-12-01,1412100
1989-01-01,1403200
1989-02-01,1405200
1989-03-01,1426300
1989-04-01,1417400
1989-05-01,1551400
1989-06-01,1612800
1989-07-01,1761300
1989-08-01,1702200
1989-09-01,1428700
1989-10-01,1428600
1989-11-01,1418800
1989-12-01,1396200
1990-01-01,1392500
1990-02-01,1378000
1990-03-01,1379700
1990-04-01,1377800
1990-05-01,1486200
1990-06-01,1542900
1990-07-01,1684600
1990-08-01,1635400
1990-09-01,1385900
1990-10-01,1381500
1990-11-01,1356700
1990-12-01,1339900
1991-01-01,1304400
1991-02-01,1315000
1991-03-01,1316900
1991-04-01,1316600
1991-05-01,1435100
1991-06-01,1504500
1991-07-01,1663100
1991-08-01,1593400
1991-09-01,1323300
1991-10-01,1323600
1991-11-01,1297100
1991-12-01,1284100
1992-01-01,1250000
1992-02-01,1246100
1992-03-01,1277400
1992-04-01,1249800
1992-05-01,1383600
1992-06-01,1492800
1992-07-01,1597600
1992-08-01,1544000
1992-09-01,1276100
1992-10-01,1268500
1992-11-01,1265700
1992-12-01,1246100
1993-01-01,1210200
1993-02-01,1224100
1993-03-01,1254400
1993-04-01,1240700
1993-05-01,1357200
1993-06-01,1466900
1993-07-01,1593900
1993-08-01,1496100
1993-09-01,1253100
1993-10-01,1239600
1993-11-01,1242200
1993-12-01,1223200
1994-01-01,1189500
1994-02-01,1223800
1994-03-01,1220400
1994-04-01,1202500
1994-05-01,1363900
1994-06-01,1428400
1994-07-01,1572800
1994-08-01,1508400
1994-09-01,1258200
1994-10-01,1246000
1994-11-01,1249100
1994-12-01,1207100
1995-01-01,1189800
