"Date","CANLOCODWNOSTSAM"
1960-01-01,98.6189023790426
1960-02-01,98.2968033946835
1960-03-01,98.048023235035
1960-04-01,97.8918953189197
1960-05-01,97.8313486841052
1960-06-01,97.8586543642435
1960-07-01,97.9571892963703
1960-08-01,98.1084046826582
1960-09-01,98.2996400952229
1960-10-01,98.51393768798
1960-11-01,98.7352828773707
1960-12-01,98.9499119626321
1961-01-01,99.1417118213346
1961-02-01,99.2987952180097
1961-03-01,99.4109075297629
1961-04-01,99.4776146042065
1961-05-01,99.5057915520767
1961-06-01,99.5042379424498
1961-07-01,99.4796021030998
1961-08-01,99.4403806494563
1961-09-01,99.3913973357697
1961-10-01,99.3404525412994
1961-11-01,99.2976125691316
1961-12-01,99.269152261975
1962-01-01,99.2592198699488
1962-02-01,99.2635807366576
1962-03-01,99.27789048863
1962-04-01,99.2954786694216
1962-05-01,99.3102845869863
1962-06-01,99.321836596006
1962-07-01,99.3294859011037
1962-08-01,99.3368189875563
1962-09-01,99.3491246043309
1962-10-01,99.3727524073123
1962-11-01,99.4134706205878
1962-12-01,99.4794511520829
1963-01-01,99.5749928253799
1963-02-01,99.6990159074175
1963-03-01,99.8455209345739
1963-04-01,100.00767088641
1963-05-01,100.179374462892
1963-06-01,100.352297388907
1963-07-01,100.522159070601
1963-08-01,100.682327792017
1963-09-01,100.82940368766
1963-10-01,100.960288916686
1963-11-01,101.072988516131
1963-12-01,101.16464008544
1964-01-01,101.228148992525
1964-02-01,101.26547304768
1964-03-01,101.283999703817
1964-04-01,101.298128967969
1964-05-01,101.317911615534
1964-06-01,101.348601594345
1964-07-01,101.389256823407
1964-08-01,101.432825082603
1964-09-01,101.473627766292
1964-10-01,101.5050794374
1964-11-01,101.518924342677
1964-12-01,101.51174110888
1965-01-01,101.491206875667
1965-02-01,101.463743424489
1965-03-01,101.426668622198
1965-04-01,101.374750790249
1965-05-01,101.30188619421
1965-06-01,101.201892272767
1965-07-01,101.068479778122
1965-08-01,100.897334907103
1965-09-01,100.683024594171
1965-10-01,100.431837995026
1965-11-01,100.147719884871
1965-12-01,99.8329411638628
1966-01-01,99.4922373498074
1966-02-01,99.1332704661336
1966-03-01,98.7700350926223
1966-04-01,98.4206192631278
1966-05-01,98.1072661148842
1966-06-01,97.8440381356328
1966-07-01,97.6410920274538
1966-08-01,97.5018946780046
1966-09-01,97.425679923135
1966-10-01,97.4055535104304
1966-11-01,97.4376787616346
1966-12-01,97.525637009852
1967-01-01,97.6731230585861
1967-02-01,97.8814502568508
1967-03-01,98.1439534961891
1967-04-01,98.4404089441896
1967-05-01,98.7411012257367
1967-06-01,99.017372637834
1967-07-01,99.2554387794638
1967-08-01,99.4531426050413
1967-09-01,99.6161536902585
1967-10-01,99.7558921500165
1967-11-01,99.8886261794011
1967-12-01,100.031368203141
1968-01-01,100.192705899114
1968-02-01,100.367110085594
1968-03-01,100.546769997188
1968-04-01,100.72669402887
1968-05-01,100.903480699632
1968-06-01,101.075778911857
1968-07-01,101.246404936327
1968-08-01,101.419369931235
1968-09-01,101.595750067106
1968-10-01,101.772330948931
1968-11-01,101.929689232388
1968-12-01,102.045783013539
1969-01-01,102.099994388893
1969-02-01,102.070549410618
1969-03-01,101.942596019863
1969-04-01,101.719516134019
1969-05-01,101.411040928177
1969-06-01,101.033576482579
1969-07-01,100.604786688035
1969-08-01,100.145109527882
1969-09-01,99.6728146330098
1969-10-01,99.2110278299115
1969-11-01,98.7816807699004
1969-12-01,98.4048461307082
1970-01-01,98.0927139788721
1970-02-01,97.8571872438734
1970-03-01,97.7089409807374
1970-04-01,97.6545200900871
1970-05-01,97.6996748566541
1970-06-01,97.8460941000701
1970-07-01,98.0762230695211
1970-08-01,98.3618803048335
1970-09-01,98.6763725947935
1970-10-01,98.9928528057513
1970-11-01,99.2846553951814
1970-12-01,99.5409588181587
1971-01-01,99.7608758925398
1971-02-01,99.9533171975947
1971-03-01,100.123391818284
1971-04-01,100.274753639849
1971-05-01,100.405346412467
1971-06-01,100.520119152308
1971-07-01,100.620287775466
1971-08-01,100.706411451556
1971-09-01,100.778843331385
1971-10-01,100.838426311115
1971-11-01,100.886153444245
1971-12-01,100.921656151646
1972-01-01,100.945911629278
1972-02-01,100.960587982341
1972-03-01,100.959602722005
1972-04-01,100.945478345357
1972-05-01,100.923013071148
1972-06-01,100.89225332241
1972-07-01,100.858090044447
1972-08-01,100.82785481219
1972-09-01,100.807007986171
1972-10-01,100.800112181368
1972-11-01,100.813236168867
1972-12-01,100.85106913526
1973-01-01,100.912909280532
1973-02-01,100.988997279145
1973-03-01,101.070856044326
1973-04-01,101.148362141725
1973-05-01,101.211037242369
1973-06-01,101.253641412565
1973-07-01,101.270557914831
1973-08-01,101.256650701735
1973-09-01,101.209847139202
1973-10-01,101.126766497146
1973-11-01,101.002299007674
1973-12-01,100.832058638129
1974-01-01,100.610068047919
1974-02-01,100.330692934137
1974-03-01,99.9946261447794
1974-04-01,99.60743017187
1974-05-01,99.1812926917269
1974-06-01,98.7301070837129
1974-07-01,98.2736345377076
1974-08-01,97.8368633284834
1974-09-01,97.4432087164469
1974-10-01,97.1158281800824
1974-11-01,96.8760471854094
1974-12-01,96.739095068922
1975-01-01,96.7155982913723
1975-02-01,96.8119282923147
1975-03-01,97.0297524102086
1975-04-01,97.3611353958775
1975-05-01,97.7823193147053
1975-06-01,98.2662503540896
1975-07-01,98.7870383747386
1975-08-01,99.3153123981739
1975-09-01,99.8258323118106
1975-10-01,100.296602771607
1975-11-01,100.709072358612
1975-12-01,101.052820784261
1976-01-01,101.319442762601
1976-02-01,101.510499563712
1976-03-01,101.629101863896
1976-04-01,101.685919173119
1976-05-01,101.692059937428
1976-06-01,101.657358655491
1976-07-01,101.59304270783
1976-08-01,101.511034818387
1976-09-01,101.422994601044
1976-10-01,101.334518692783
1976-11-01,101.251416360018
1976-12-01,101.173018964337
1977-01-01,101.106769566386
1977-02-01,101.064034787654
1977-03-01,101.049875859946
1977-04-01,101.063780042638
1977-05-01,101.097125783252
1977-06-01,101.139989834574
1977-07-01,101.183808564689
1977-08-01,101.223416207362
1977-09-01,101.25580290704
1977-10-01,101.278001323674
1977-11-01,101.288714398641
1977-12-01,101.281510100645
1978-01-01,101.246179088606
1978-02-01,101.176757565877
1978-03-01,101.072650007661
1978-04-01,100.942710877416
1978-05-01,100.808186112852
1978-06-01,100.682414218034
1978-07-01,100.570709882518
1978-08-01,100.472344650774
1978-09-01,100.385745474963
1978-10-01,100.309554366001
1978-11-01,100.239875478842
1978-12-01,100.173329541897
1979-01-01,100.113587618725
1979-02-01,100.060456338996
1979-03-01,100.018078535104
1979-04-01,99.9849499277322
1979-05-01,99.9551068597904
1979-06-01,99.9199403950566
1979-07-01,99.8743315583685
1979-08-01,99.8126536844861
1979-09-01,99.7263070614811
1979-10-01,99.611668983284
1979-11-01,99.4660529090532
1979-12-01,99.2977194898075
1980-01-01,99.1243368234472
1980-02-01,98.9711115336797
1980-03-01,98.8650365401492
1980-04-01,98.8263951148616
1980-05-01,98.8638072045732
1980-06-01,98.9799328651867
1980-07-01,99.1629371208547
1980-08-01,99.3960571636396
1980-09-01,99.6616888826836
1980-10-01,99.9409391010529
1980-11-01,100.217434248212
1980-12-01,100.484203135734
1981-01-01,100.734029897699
1981-02-01,100.954955285304
1981-03-01,101.131602111857
