"Date","CANLOCOSPNOSTSAM"
1960-01-01,99.3287595923873
1960-02-01,99.1085205781097
1960-03-01,98.9156291474035
1960-04-01,98.7562794607512
1960-05-01,98.632900027231
1960-06-01,98.5375129675776
1960-07-01,98.4817980026671
1960-08-01,98.4790062563395
1960-09-01,98.5262662693793
1960-10-01,98.6547296417578
1960-11-01,98.880786769375
1960-12-01,99.1920267379812
1961-01-01,99.5560365744418
1961-02-01,99.9322802576388
1961-03-01,100.290703450505
1961-04-01,100.611607620203
1961-05-01,100.873980669956
1961-06-01,101.07250595128
1961-07-01,101.214484904712
1961-08-01,101.307292134814
1961-09-01,101.360353780336
1961-10-01,101.388009646074
1961-11-01,101.382448282522
1961-12-01,101.311821924954
1962-01-01,101.146643147192
1962-02-01,100.882360621014
1962-03-01,100.518232559526
1962-04-01,100.074943475272
1962-05-01,99.6084874425568
1962-06-01,99.2022751202828
1962-07-01,98.9138291512301
1962-08-01,98.7459499457269
1962-09-01,98.6881920975289
1962-10-01,98.7442752588845
1962-11-01,98.8888464600153
1962-12-01,99.0685357321252
1963-01-01,99.2486152518715
1963-02-01,99.3985130344484
1963-03-01,99.5168862758064
1963-04-01,99.5860438004429
1963-05-01,99.5840882162844
1963-06-01,99.5176338078754
1963-07-01,99.4301285769082
1963-08-01,99.3646529742118
1963-09-01,99.3396133963039
1963-10-01,99.3542640166815
1963-11-01,99.4113569147207
1963-12-01,99.5172365785314
1964-01-01,99.6624294129549
1964-02-01,99.8383852527291
1964-03-01,100.045062517738
1964-04-01,100.263731877849
1964-05-01,100.470769300072
1964-06-01,100.650310394046
1964-07-01,100.807352882818
1964-08-01,100.947330558291
1964-09-01,101.080969879205
1964-10-01,101.201383505874
1964-11-01,101.310735878492
1964-12-01,101.409169853427
1965-01-01,101.484642749336
1965-02-01,101.503535000601
1965-03-01,101.456904656542
1965-04-01,101.349028565347
1965-05-01,101.185400603482
1965-06-01,100.998941922173
1965-07-01,100.8514594412
1965-08-01,100.769588561192
1965-09-01,100.742212843535
1965-10-01,100.746151289571
1965-11-01,100.75935713689
1965-12-01,100.773009705877
1966-01-01,100.757100993983
1966-02-01,100.675058287379
1966-03-01,100.521710054299
1966-04-01,100.299937299545
1966-05-01,100.013627172056
1966-06-01,99.6871576707089
1966-07-01,99.3477709522332
1966-08-01,99.0379303116761
1966-09-01,98.8185694120994
1966-10-01,98.7219896336118
1966-11-01,98.7476622208595
1966-12-01,98.8839507505968
1967-01-01,99.0956706221628
1967-02-01,99.3280504733858
