"Date","LFIN25MACAM647S"
1995-01-01,569860.391519834
1995-02-01,590042.535574935
1995-03-01,571468.667168261
1995-04-01,592700.551914859
1995-05-01,584472.592233529
1995-06-01,594186.557369824
1995-07-01,586033.315948798
1995-08-01,591841.198048645
1995-09-01,595023.77658207
1995-10-01,600472.354017763
1995-11-01,615666.491690316
1995-12-01,594038.448310958
1996-01-01,567568.210075205
1996-02-01,598945.862234081
1996-03-01,604187.519181492
1996-04-01,606281.78723845
1996-05-01,620415.647225835
1996-06-01,613552.187276217
1996-07-01,599652.786686658
1996-08-01,608890.883309906
1996-09-01,619366.696699115
1996-10-01,613902.369654202
1996-11-01,623273.043180479
1996-12-01,606079.997295408
1997-01-01,614494.51765264
1997-02-01,605480.923135179
1997-03-01,614224.516366886
1997-04-01,620611.225578978
1997-05-01,609979.269444384
1997-06-01,631280.768757476
1997-07-01,619724.009079882
1997-08-01,596759.416102816
1997-09-01,574675.643688793
1997-10-01,585087.420432167
1997-11-01,586348.855794251
1997-12-01,592310.984663472
1998-01-01,596961.521524555
1998-02-01,594088.57286595
1998-03-01,600363.065613776
1998-04-01,592353.874583595
1998-05-01,602191.961849352
1998-06-01,602663.477305756
1998-07-01,599447.614569895
1998-08-01,615745.24973715
1998-09-01,601577.312241724
1998-10-01,588807.601813261
1998-11-01,597634.694638315
1998-12-01,593507.207972258
1999-01-01,605774.071642306
1999-02-01,595654.814749898
1999-03-01,603774.029139702
1999-04-01,577307.091926172
1999-05-01,594181.225783383
1999-06-01,617168.960759513
1999-07-01,613334.825843166
1999-08-01,611434.941657556
1999-09-01,615559.055282854
1999-10-01,615467.106037812
1999-11-01,611737.803389583
1999-12-01,607145.827401525
2000-01-01,614391.39403122
2000-02-01,596330.271400282
2000-03-01,603390.80773277
2000-04-01,616116.85546763
2000-05-01,613743.366196021
2000-06-01,614485.770330826
2000-07-01,609146.288350552
2000-08-01,614967.527993649
2000-09-01,623531.34838304
2000-10-01,619413.470119068
2000-11-01,607358.328391029
2000-12-01,620596.100392782
2001-01-01,593940.811221937
2001-02-01,590194.184754761
2001-03-01,608788.714887669
2001-04-01,606702.143758402
2001-05-01,607369.114281687
2001-06-01,616850.472353547
2001-07-01,646074.698375397
2001-08-01,643640.434925257
2001-09-01,644179.935954361
2001-10-01,624537.107753681
2001-11-01,619545.049579975
2001-12-01,607701.021949681
2002-01-01,608529.961664768
2002-02-01,609270.409559068
2002-03-01,599610.764876146
2002-04-01,608353.311469734
2002-05-01,590943.210495362
2002-06-01,589926.737249359
2002-07-01,580864.38837479
2002-08-01,586547.108393945
2002-09-01,580376.580290884
2002-10-01,580984.205766919
2002-11-01,592102.940994402
2002-12-01,580335.273767199
2003-01-01,588963.930510144
2003-02-01,568967.678798001
2003-03-01,585174.37472422
2003-04-01,589191.29934813
2003-05-01,567531.635852832
2003-06-01,584436.796603385
