"Date","LCEAMN01CAM661N"
1960-01-01,7.22940776038121
1960-02-01,7.22940776038121
1960-03-01,7.27025187202178
1960-04-01,7.31109598366236
1960-05-01,7.31109598366236
1960-06-01,7.27025187202178
1960-07-01,7.22940776038121
1960-08-01,7.18856364874064
1960-09-01,7.22940776038121
1960-10-01,7.27025187202178
1960-11-01,7.31109598366236
1960-12-01,7.47447243022464
1961-01-01,7.43362831858407
1961-02-01,7.43362831858407
1961-03-01,7.47447243022464
1961-04-01,7.51531654186522
1961-05-01,7.51531654186522
1961-06-01,7.47447243022464
1961-07-01,7.43362831858407
1961-08-01,7.43362831858407
1961-09-01,7.43362831858407
1961-10-01,7.51531654186522
1961-11-01,7.51531654186522
1961-12-01,7.6786929884275
1962-01-01,7.59700476514636
1962-02-01,7.63784887678693
1962-03-01,7.63784887678693
1962-04-01,7.71953710006808
1962-05-01,7.71953710006808
1962-06-01,7.71953710006808
1962-07-01,7.6786929884275
1962-08-01,7.59700476514636
1962-09-01,7.6786929884275
1962-10-01,7.71953710006808
1962-11-01,7.76038121170865
1962-12-01,7.92375765827093
1963-01-01,7.88291354663036
1963-02-01,7.88291354663036
1963-03-01,7.88291354663036
1963-04-01,7.9646017699115
1963-05-01,7.9646017699115
1963-06-01,7.9646017699115
1963-07-01,7.88291354663036
1963-08-01,7.88291354663036
1963-09-01,7.9646017699115
1963-10-01,8.00544588155208
1963-11-01,8.08713410483322
1963-12-01,8.20966643975494
1964-01-01,8.12797821647379
1964-02-01,8.12797821647379
1964-03-01,8.20966643975494
1964-04-01,8.20966643975494
1964-05-01,8.25051055139551
1964-06-01,8.25051055139551
1964-07-01,8.20966643975494
1964-08-01,8.25051055139551
1964-09-01,8.29135466303608
1964-10-01,8.29135466303608
1964-11-01,8.33219877467665
1964-12-01,8.49557522123894
1965-01-01,8.49557522123894
1965-02-01,8.49557522123894
1965-03-01,8.61810755616065
1965-04-01,8.65895166780123
1965-05-01,8.61810755616065
1965-06-01,8.61810755616065
1965-07-01,8.53641933287951
1965-08-01,8.53641933287951
1965-09-01,8.6997957794418
1965-10-01,8.78148400272294
1965-11-01,8.82232811436351
1965-12-01,8.90401633764466
1966-01-01,8.94486044928523
1966-02-01,8.9857045609258
1966-03-01,9.06739278420695
1966-04-01,9.10823689584752
1966-05-01,9.10823689584752
1966-06-01,9.10823689584752
1966-07-01,9.10823689584752
1966-08-01,9.14908100748809
1966-09-01,9.2716133424098
1966-10-01,9.35330156569095
1966-11-01,9.43498978897209
1966-12-01,9.43498978897209
1967-01-01,9.51667801225324
1967-02-01,9.59836623553438
1967-03-01,9.68005445881552
1967-04-01,9.72089857045609
1967-05-01,9.72089857045609
1967-06-01,9.76174268209666
1967-07-01,9.80258679373724
1967-08-01,9.80258679373724
1967-09-01,9.92511912865895
1967-10-01,10.0068073519401
1967-11-01,10.0476514635807
1967-12-01,10.211027910143
1968-01-01,10.1701837985024
1968-02-01,10.1701837985024
1968-03-01,10.2518720217835
1968-04-01,10.4560925799864
1968-05-01,10.496936691627
1968-06-01,10.496936691627
1968-07-01,10.4560925799864
1968-08-01,10.5786249149081
1968-09-01,10.7011572498298
1968-10-01,10.782845473111
1968-11-01,10.8645336963921
1968-12-01,11.0279101429544
1969-01-01,11.068754254595
1969-02-01,11.1095983662355
1969-03-01,11.1912865895167
1969-04-01,11.2321307011573
1969-05-01,11.3138189244384
1969-06-01,11.354663036079
1969-07-01,11.3138189244384
1969-08-01,11.354663036079
1969-09-01,11.5180394826413
1969-10-01,11.5997277059224
1969-11-01,11.7631041524847
1969-12-01,11.926480599047
1970-01-01,11.926480599047
1970-02-01,11.9673247106875
1970-03-01,12.0898570456093
1970-04-01,12.212389380531
1970-05-01,12.212389380531
1970-06-01,12.2940776038121
1970-07-01,12.2532334921715
1970-08-01,12.3349217154527
1970-09-01,12.3349217154527
1970-10-01,12.498298162015
1970-11-01,12.6208304969367
1970-12-01,12.9475833900613
1971-01-01,13.0292716133424
1971-02-01,13.1109598366236
1971-03-01,13.1109598366236
1971-04-01,13.1926480599047
1971-05-01,13.356024506467
1971-06-01,13.4377127297481
1971-07-01,13.356024506467
1971-08-01,13.3968686181076
1971-09-01,13.5602450646698
1971-10-01,13.6827773995916
1971-11-01,13.7236215112321
1971-12-01,13.927842069435
1972-01-01,13.9686861810756
1972-02-01,14.0095302927161
1972-03-01,14.1320626276378
1972-04-01,14.2954390742001
1972-05-01,14.3362831858407
1972-06-01,14.3362831858407
1972-07-01,14.4179714091219
1972-08-01,14.5405037440436
1972-09-01,14.6630360789653
1972-10-01,14.785568413887
1972-11-01,14.8672566371681
1972-12-01,15.071477195371
1973-01-01,15.1531654186521
1973-02-01,15.1940095302927
1973-03-01,15.357385976855
1973-04-01,15.4799183117767
1973-05-01,15.6024506466984
1973-06-01,15.7249829816202
1973-07-01,15.7249829816202
1973-08-01,15.643294758339
1973-09-01,16.0517358747447
1973-10-01,16.2559564329476
1973-11-01,16.215112321307
1973-12-01,16.501021102791
1974-01-01,16.6643975493533
1974-02-01,16.7052416609939
1974-03-01,16.9503063308373
1974-04-01,17.1953710006807
1974-05-01,17.4404356705242
1974-06-01,17.5629680054459
1974-07-01,17.930565010211
1974-08-01,18.1347855684139
1974-09-01,18.5432266848196
1974-10-01,18.9516678012253
1974-11-01,19.0333560245065
1974-12-01,19.2375765827093
1975-01-01,19.4826412525528
1975-02-01,19.7277059223962
1975-03-01,20.0544588155208
1975-04-01,20.2586793737236
1975-05-01,20.4628999319265
1975-06-01,20.7079646017699
1975-07-01,20.7079646017699
1975-08-01,20.7488087134105
1975-09-01,20.9938733832539
1975-10-01,21.4023144996596
1975-11-01,21.5656909462219
1975-12-01,21.8107556160654
1976-01-01,22.1375085091899
1976-02-01,22.5051055139551
1976-03-01,22.7910142954391
1976-04-01,23.0769230769231
1976-05-01,23.4036759700477
1976-06-01,23.7304288631722
1976-07-01,23.6487406398911
1976-08-01,23.6895847515317
1976-09-01,23.9754935330157
1976-10-01,24.1388699795779
1976-11-01,24.1797140912185
1976-12-01,24.5881552076242
1977-01-01,24.9557522123894
1977-02-01,25.1599727705922
1977-03-01,25.3641933287951
1977-04-01,25.6092579986385
1977-05-01,25.9768550034037
1977-06-01,26.0993873383254
1977-07-01,26.140231449966
1977-08-01,26.0993873383254
1977-09-01,26.6303607896528
1977-10-01,26.7528931245745
1977-11-01,26.8345813478557
1977-12-01,26.9571136827774
1978-01-01,27.0388019060585
1978-02-01,27.2021783526208
1978-03-01,27.4472430224643
1978-04-01,27.4472430224643
1978-05-01,27.6923076923077
1978-06-01,27.8148400272294
1978-07-01,27.8148400272294
1978-08-01,27.9373723621511
1978-09-01,28.4683458134786
1978-10-01,28.6317222600408
1978-11-01,28.7542545949626
1978-12-01,28.7542545949626
1979-01-01,29.2035398230089
1979-02-01,29.3260721579306
1979-03-01,29.571136827774
1979-04-01,29.8978897208986
1979-05-01,30.142954390742
1979-06-01,30.2654867256637
1979-07-01,30.428863172226
1979-08-01,30.5513955071477
1979-09-01,30.9189925119129
1979-10-01,31.2457454050374
1979-11-01,31.4091218515997
1979-12-01,31.4499659632403
1980-01-01,31.8992511912866
1980-02-01,32.2668481960517
1980-03-01,32.5936010891763
1980-04-01,32.7569775357386
1980-05-01,32.7978216473792
1980-06-01,33.1654186521443
1980-07-01,33.3696392103472
1980-08-01,33.4921715452689
1980-09-01,34.2682096664398
1980-10-01,34.717494894486
1980-11-01,34.8400272294078
1980-12-01,35.0850918992512
1981-01-01,35.4526889040163
1981-02-01,35.9019741320626
1981-03-01,36.2695711368278
1981-04-01,36.6780122532335
1981-05-01,37.1272974812798
1981-06-01,37.3723621511232
1981-07-01,37.0864533696392
1981-08-01,37.4540503744044
1981-09-01,37.4540503744044
1981-10-01,39.0061266167461
1981-11-01,39.1695030633084
1981-12-01,39.5371000680735
1982-01-01,40.2722940776038
1982-02-01,40.4765146358067
1982-03-01,40.925799863853
1982-04-01,41.3342409802587
1982-05-01,41.497617426821
1982-06-01,41.7426820966644
1982-07-01,42.0285908781484
1982-08-01,42.1102791014296
1982-09-01,42.4778761061947
1982-10-01,42.8863172226004
1982-11-01,43.0905377808033
1982-12-01,43.3764465622873
1983-01-01,42.7637848876787
1983-02-01,42.8454731109598
1983-03-01,43.0905377808033
1983-04-01,43.3356024506467
1983-05-01,43.3356024506467
1983-06-01,43.4172906739278
1983-07-01,43.4581347855684
1983-08-01,43.3764465622873
1983-09-01,43.9074200136147
1983-10-01,44.1933287950987
1983-11-01,44.4383934649421
1983-12-01,44.642614023145
1984-01-01,45.214431586113
1984-02-01,44.9693669162696
1984-03-01,45.214431586113
1984-04-01,45.500340367597
1984-05-01,45.4594962559564
1984-06-01,45.4594962559564
1984-07-01,45.5820285908782
1984-08-01,45.4594962559564
1984-09-01,45.9904697072839
1984-10-01,45.9087814840027
1984-11-01,46.3172226004084
1984-12-01,46.4397549353302
1985-01-01,46.7256637168142
1985-02-01,46.9707283866576
1985-03-01,47.0932607215793
1985-04-01,47.1341048332199
1985-05-01,47.1341048332199
1985-06-01,47.0115724982982
1985-07-01,47.0524166099387
1985-08-01,47.0524166099387
1985-09-01,47.4608577263444
1985-10-01,47.787610619469
1985-11-01,48.073519400953
1985-12-01,48.4819605173588
1986-01-01,48.4002722940776
1986-02-01,48.5228046289993
