"Date","MAM2A4CAM189S"
1977-07-01,1.2974e+11
1977-08-01,1.31235e+11
1977-09-01,1.32243e+11
1977-10-01,1.3368e+11
1977-11-01,1.35621e+11
1977-12-01,1.37271e+11
1978-01-01,1.38598e+11
1978-02-01,1.40061e+11
1978-03-01,1.41597e+11
1978-04-01,1.42664e+11
1978-05-01,1.45054e+11
1978-06-01,1.46424e+11
1978-07-01,1.48166e+11
1978-08-01,1.49835e+11
1978-09-01,1.51531e+11
1978-10-01,1.53114e+11
1978-11-01,1.5643e+11
1978-12-01,1.58384e+11
1979-01-01,1.5984e+11
1979-02-01,1.61126e+11
1979-03-01,1.61993e+11
1979-04-01,1.64106e+11
1979-05-01,1.67367e+11
1979-06-01,1.69423e+11
1979-07-01,1.71823e+11
1979-08-01,1.73919e+11
1979-09-01,1.75688e+11
1979-10-01,1.77904e+11
1979-11-01,1.79215e+11
1979-12-01,1.81337e+11
1980-01-01,1.82888e+11
1980-02-01,1.84762e+11
1980-03-01,1.87405e+11
1980-04-01,1.89306e+11
1980-05-01,1.91215e+11
1980-06-01,1.9309e+11
1980-07-01,1.95366e+11
1980-08-01,1.97146e+11
1980-09-01,1.99381e+11
1980-10-01,2.02315e+11
1980-11-01,2.04513e+11
1980-12-01,2.06991e+11
1981-01-01,2.07374e+11
1981-02-01,2.0974e+11
1981-03-01,2.11733e+11
1981-04-01,2.14389e+11
1981-05-01,2.16796e+11
1981-06-01,2.1874e+11
1981-07-01,2.21755e+11
1981-08-01,2.24846e+11
1981-09-01,2.27063e+11
1981-10-01,2.28357e+11
1981-11-01,2.31126e+11
1981-12-01,2.34975e+11
1982-01-01,2.36628e+11
1982-02-01,2.38777e+11
1982-03-01,2.4035e+11
1982-04-01,2.41657e+11
1982-05-01,2.44876e+11
1982-06-01,2.46768e+11
1982-07-01,2.47406e+11
1982-08-01,2.49104e+11
1982-09-01,2.50553e+11
1982-10-01,2.51457e+11
1982-11-01,2.55602e+11
1982-12-01,2.58363e+11
1983-01-01,2.60411e+11
1983-02-01,2.62699e+11
1983-03-01,2.64562e+11
1983-04-01,2.65877e+11
1983-05-01,2.67587e+11
1983-06-01,2.69798e+11
1983-07-01,2.71811e+11
1983-08-01,2.74322e+11
1983-09-01,2.76029e+11
1983-10-01,2.77048e+11
1983-11-01,2.77571e+11
1983-12-01,2.79263e+11
1984-01-01,2.80583e+11
1984-02-01,2.8281e+11
1984-03-01,2.84181e+11
1984-04-01,2.86192e+11
1984-05-01,2.88805e+11
1984-06-01,2.90736e+11
1984-07-01,2.929e+11
1984-08-01,2.94364e+11
1984-09-01,2.9612e+11
1984-10-01,2.98452e+11
1984-11-01,2.99001e+11
1984-12-01,3.03808e+11
1985-01-01,3.07112e+11
1985-02-01,3.09487e+11
1985-03-01,3.12438e+11
1985-04-01,3.15166e+11
1985-05-01,3.18592e+11
1985-06-01,3.20814e+11
1985-07-01,3.23568e+11
1985-08-01,3.26345e+11
1985-09-01,3.29521e+11
1985-10-01,3.32949e+11
1985-11-01,3.35782e+11
1985-12-01,3.38301e+11
1986-01-01,3.42357e+11
1986-02-01,3.43873e+11
1986-03-01,3.45568e+11
1986-04-01,3.49761e+11
1986-05-01,3.53105e+11
1986-06-01,3.562e+11
1986-07-01,3.59707e+11
1986-08-01,3.6258e+11
1986-09-01,3.64857e+11
1986-10-01,3.69014e+11
1986-11-01,3.70309e+11
1986-12-01,3.73612e+11
1987-01-01,3.76739e+11
1987-02-01,3.81698e+11
1987-03-01,3.85662e+11
1987-04-01,3.90514e+11
1987-05-01,3.93556e+11
1987-06-01,3.97108e+11
1987-07-01,4.00001e+11
1987-08-01,4.02152e+11
1987-09-01,4.04882e+11
1987-10-01,4.07061e+11
1987-11-01,4.10528e+11
1987-12-01,4.12679e+11
1988-01-01,4.18781e+11
1988-02-01,4.26011e+11
1988-03-01,4.30677e+11
1988-04-01,4.33804e+11
1988-05-01,4.37396e+11
1988-06-01,4.44006e+11
1988-07-01,4.48276e+11
1988-08-01,4.53548e+11
1988-09-01,4.57167e+11
1988-10-01,4.6102e+11
1988-11-01,4.66034e+11
1988-12-01,4.69727e+11
1989-01-01,4.74663e+11
1989-02-01,4.77644e+11
1989-03-01,4.80911e+11
1989-04-01,4.83677e+11
1989-05-01,4.89187e+11
1989-06-01,4.93509e+11
1989-07-01,4.97371e+11
1989-08-01,5.02438e+11
1989-09-01,5.07808e+11
1989-10-01,5.13249e+11
1989-11-01,5.17476e+11
1989-12-01,5.22128e+11
1990-01-01,5.27147e+11
1990-02-01,5.31661e+11
1990-03-01,5.34029e+11
1990-04-01,5.37889e+11
1990-05-01,5.39584e+11
1990-06-01,5.41138e+11
1990-07-01,5.42752e+11
1990-08-01,5.4548e+11
1990-09-01,5.49396e+11
1990-10-01,5.5486e+11
1990-11-01,5.54685e+11
1990-12-01,5.60045e+11
1991-01-01,5.63904e+11
1991-02-01,5.67417e+11
1991-03-01,5.72552e+11
1991-04-01,5.76021e+11
1991-05-01,5.80095e+11
1991-06-01,5.82737e+11
1991-07-01,5.86421e+11
1991-08-01,5.8785e+11
1991-09-01,5.90706e+11
1991-10-01,5.93914e+11
1991-11-01,5.98172e+11
1991-12-01,6.02111e+11
1992-01-01,6.05358e+11
1992-02-01,6.09756e+11
1992-03-01,6.12439e+11
1992-04-01,6.17046e+11
1992-05-01,6.19996e+11
1992-06-01,6.22751e+11
1992-07-01,6.27805e+11
1992-08-01,6.32008e+11
1992-09-01,6.37135e+11
1992-10-01,6.36371e+11
1992-11-01,6.41515e+11
1992-12-01,6.4163e+11
1993-01-01,6.41583e+11
1993-02-01,6.45011e+11
1993-03-01,6.48063e+11
1993-04-01,6.538e+11
1993-05-01,6.5924e+11
1993-06-01,6.65757e+11
1993-07-01,6.6837e+11
1993-08-01,6.72566e+11
1993-09-01,6.76466e+11
1993-10-01,6.81009e+11
1993-11-01,6.85396e+11
1993-12-01,6.91131e+11
1994-01-01,6.96805e+11
1994-02-01,7.02696e+11
1994-03-01,7.04625e+11
1994-04-01,7.05633e+11
1994-05-01,7.06143e+11
1994-06-01,7.08034e+11
1994-07-01,7.11353e+11
1994-08-01,7.13944e+11
1994-09-01,7.16892e+11
1994-10-01,7.20237e+11
1994-11-01,7.23875e+11
1994-12-01,7.24638e+11
1995-01-01,7.25385e+11
1995-02-01,7.24378e+11
1995-03-01,7.26191e+11
1995-04-01,7.30658e+11
1995-05-01,7.33125e+11
1995-06-01,7.38543e+11
1995-07-01,7.42912e+11
1995-08-01,7.46125e+11
1995-09-01,7.49828e+11
1995-10-01,7.52646e+11
1995-11-01,7.55142e+11
1995-12-01,7.58846e+11
1996-01-01,7.63042e+11
1996-02-01,7.70397e+11
1996-03-01,7.74958e+11
1996-04-01,7.7913e+11
1996-05-01,7.84501e+11
1996-06-01,7.89645e+11
1996-07-01,7.9187e+11
1996-08-01,7.96537e+11
1996-09-01,8.00708e+11
1996-10-01,8.06751e+11
1996-11-01,8.1288e+11
1996-12-01,8.17034e+11
1997-01-01,8.23543e+11
1997-02-01,8.31111e+11
1997-03-01,8.35305e+11
1997-04-01,8.38092e+11
1997-05-01,8.42194e+11
1997-06-01,8.46468e+11
1997-07-01,8.49726e+11
1997-08-01,8.53342e+11
1997-09-01,8.56846e+11
1997-10-01,8.61333e+11
1997-11-01,8.64513e+11
1997-12-01,8.70018e+11
1998-01-01,8.72585e+11
1998-02-01,8.73663e+11
1998-03-01,8.77263e+11
1998-04-01,8.81652e+11
1998-05-01,8.85959e+11
1998-06-01,8.90229e+11
1998-07-01,8.95967e+11
1998-08-01,9.00641e+11
1998-09-01,9.0484e+11
1998-10-01,9.09461e+11
1998-11-01,9.12789e+11
1998-12-01,9.17004e+11
1999-01-01,9.23133e+11
1999-02-01,9.25237e+11
1999-03-01,9.28502e+11
1999-04-01,9.3327e+11
1999-05-01,9.38499e+11
1999-06-01,9.41939e+11
1999-07-01,9.4687e+11
1999-08-01,9.52272e+11
1999-09-01,9.55708e+11
1999-10-01,9.59884e+11
1999-11-01,9.63458e+11
1999-12-01,9.6949e+11
2000-01-01,9.75431e+11
2000-02-01,9.83587e+11
2000-03-01,9.91379e+11
2000-04-01,9.99361e+11
2000-05-01,1.001337e+12
2000-06-01,1.008669e+12
2000-07-01,1.013906e+12
2000-08-01,1.018452e+12
2000-09-01,1.024268e+12
2000-10-01,1.029454e+12
2000-11-01,1.032945e+12
2000-12-01,1.048285e+12
2001-01-01,1.052499e+12
2001-02-01,1.05924e+12
2001-03-01,1.065119e+12
2001-04-01,1.071553e+12
2001-05-01,1.077968e+12
2001-06-01,1.081516e+12
2001-07-01,1.087739e+12
2001-08-01,1.091815e+12
2001-09-01,1.10384e+12
2001-10-01,1.110823e+12
2001-11-01,1.120822e+12
2001-12-01,1.126654e+12
2002-01-01,1.134497e+12
2002-02-01,1.137466e+12
2002-03-01,1.141292e+12
2002-04-01,1.144174e+12
2002-05-01,1.146871e+12
2002-06-01,1.152575e+12
2002-07-01,1.155524e+12
2002-08-01,1.16176e+12
2002-09-01,1.16667e+12
2002-10-01,1.171427e+12
2002-11-01,1.175055e+12
2002-12-01,1.173719e+12
2003-01-01,1.17683e+12
2003-02-01,1.176203e+12
2003-03-01,1.178269e+12
2003-04-01,1.179508e+12
2003-05-01,1.184462e+12
2003-06-01,1.19136e+12
2003-07-01,1.197845e+12
2003-08-01,1.203774e+12
2003-09-01,1.207325e+12
2003-10-01,1.210594e+12
2003-11-01,1.216085e+12
2003-12-01,1.22019e+12
2004-01-01,1.226597e+12
2004-02-01,1.233095e+12
2004-03-01,1.238057e+12
2004-04-01,1.245004e+12
2004-05-01,1.252333e+12
2004-06-01,1.259691e+12
2004-07-01,1.263264e+12
2004-08-01,1.267033e+12
2004-09-01,1.269952e+12
2004-10-01,1.275012e+12
2004-11-01,1.277638e+12
2004-12-01,1.287949e+12
2005-01-01,1.29376e+12
2005-02-01,1.300603e+12
2005-03-01,1.305632e+12
2005-04-01,1.312346e+12
2005-05-01,1.319617e+12
2005-06-01,1.327316e+12
2005-07-01,1.330474e+12
2005-08-01,1.335786e+12
2005-09-01,1.34532e+12
2005-10-01,1.353724e+12
2005-11-01,1.358865e+12
2005-12-01,1.371754e+12
2006-01-01,1.37616e+12
2006-02-01,1.385128e+12
2006-03-01,1.394037e+12
2006-04-01,1.40325e+12
2006-05-01,1.409346e+12
2006-06-01,1.418628e+12
2006-07-01,1.428202e+12
2006-08-01,1.43701e+12
2006-09-01,1.448597e+12
2006-10-01,1.458442e+12
2006-11-01,1.469217e+12
2006-12-01,1.489141e+12
2007-01-01,1.495928e+12
2007-02-01,1.506117e+12
2007-03-01,1.517777e+12
2007-04-01,1.528651e+12
2007-05-01,1.537306e+12
2007-06-01,1.550599e+12
2007-07-01,1.56475e+12
2007-08-01,1.572111e+12
2007-09-01,1.583234e+12
2007-10-01,1.585415e+12
2007-11-01,1.592429e+12
2007-12-01,1.620615e+12
2008-01-01,1.628471e+12
2008-02-01,1.639527e+12
2008-03-01,1.651057e+12
2008-04-01,1.662612e+12
2008-05-01,1.676786e+12
2008-06-01,1.689493e+12
2008-07-01,1.697979e+12
2008-08-01,1.709415e+12
2008-09-01,1.71778e+12
2008-10-01,1.726903e+12
2008-11-01,1.744994e+12
2008-12-01,1.761978e+12
2009-01-01,1.778434e+12
2009-02-01,1.787388e+12
2009-03-01,1.8008e+12
2009-04-01,1.81413e+12
2009-05-01,1.824283e+12
2009-06-01,1.83083e+12
2009-07-01,1.843375e+12
2009-08-01,1.85475e+12
2009-09-01,1.861388e+12
2009-10-01,1.869379e+12
2009-11-01,1.873949e+12
2009-12-01,1.877167e+12
2010-01-01,1.879832e+12
2010-02-01,1.889119e+12
2010-03-01,1.893978e+12
2010-04-01,1.901444e+12
2010-05-01,1.913875e+12
2010-06-01,1.922009e+12
2010-07-01,1.93137e+12
2010-08-01,1.937351e+12
2010-09-01,1.9472e+12
2010-10-01,1.956983e+12
2010-11-01,1.956579e+12
2010-12-01,1.965008e+12
2011-01-01,1.971313e+12
2011-02-01,1.979176e+12
2011-03-01,1.989136e+12
2011-04-01,1.996967e+12
2011-05-01,2.005095e+12
2011-06-01,2.016176e+12
2011-07-01,2.024349e+12
2011-08-01,2.033261e+12
2011-09-01,2.052611e+12
2011-10-01,2.068475e+12
2011-11-01,2.072684e+12
2011-12-01,2.082428e+12
2012-01-01,2.093061e+12
2012-02-01,2.099401e+12
2012-03-01,2.106892e+12
2012-04-01,2.118882e+12
2012-05-01,2.131196e+12
2012-06-01,2.146216e+12
2012-07-01,2.158806e+12
2012-08-01,2.169148e+12
2012-09-01,2.173514e+12
2012-10-01,2.182477e+12
2012-11-01,2.198034e+12
2012-12-01,2.207438e+12
2013-01-01,2.221682e+12
2013-02-01,2.23774e+12
2013-03-01,2.263016e+12
2013-04-01,2.271394e+12
2013-05-01,2.279963e+12
2013-06-01,2.290769e+12
2013-07-01,2.300432e+12
2013-08-01,2.314642e+12
2013-09-01,2.324946e+12
2013-10-01,2.336489e+12
2013-11-01,2.351182e+12
2013-12-01,2.367336e+12
2014-01-01,2.38278e+12
2014-02-01,2.390528e+12
2014-03-01,2.406507e+12
2014-04-01,2.41498e+12
2014-05-01,2.430513e+12
2014-06-01,2.441708e+12
2014-07-01,2.454421e+12
2014-08-01,2.472545e+12
2014-09-01,2.488939e+12
2014-10-01,2.50475e+12
2014-11-01,2.513818e+12
2014-12-01,2.535461e+12
2015-01-01,2.547895e+12
2015-02-01,2.5636e+12
2015-03-01,2.577816e+12
2015-04-01,2.592248e+12
2015-05-01,2.605448e+12
2015-06-01,2.617029e+12
2015-07-01,2.641261e+12
2015-08-01,2.658335e+12
2015-09-01,2.676638e+12
2015-10-01,2.691418e+12
2015-11-01,2.705254e+12
2015-12-01,2.731538e+12
2016-01-01,2.743915e+12
2016-02-01,2.757915e+12
2016-03-01,2.769312e+12
2016-04-01,2.78505e+12
2016-05-01,2.803165e+12
2016-06-01,2.819532e+12
2016-07-01,2.841874e+12
2016-08-01,2.856575e+12
2016-09-01,2.874493e+12
2016-10-01,2.893075e+12
2016-11-01,2.912197e+12
2016-12-01,2.935153e+12
2017-01-01,2.955986e+12
2017-02-01,2.958477e+12
2017-03-01,2.97658e+12
2017-04-01,3.000731e+12
