"Date","MAM1A2CAM189S"
1981-02-01,4.8413e+10
1981-03-01,4.9254e+10
1981-04-01,4.9713e+10
1981-05-01,4.9512e+10
1981-06-01,4.9121e+10
1981-07-01,4.9582e+10
1981-08-01,4.9766e+10
1981-09-01,4.9334e+10
1981-10-01,4.8741e+10
1981-11-01,4.7987e+10
1981-12-01,4.8593e+10
1982-01-01,4.8724e+10
1982-02-01,4.8961e+10
1982-03-01,4.9433e+10
1982-04-01,5.0052e+10
1982-05-01,5.0697e+10
1982-06-01,5.153e+10
1982-07-01,5.0605e+10
1982-08-01,5.0623e+10
1982-09-01,5.1217e+10
1982-10-01,5.1578e+10
1982-11-01,5.2665e+10
1982-12-01,5.3795e+10
1983-01-01,5.4669e+10
1983-02-01,5.5166e+10
1983-03-01,5.6393e+10
1983-04-01,5.6634e+10
1983-05-01,5.7187e+10
1983-06-01,5.8149e+10
1983-07-01,5.8318e+10
1983-08-01,5.9406e+10
1983-09-01,5.9762e+10
1983-10-01,5.981e+10
1983-11-01,6.0707e+10
1983-12-01,6.1075e+10
1984-01-01,6.0473e+10
1984-02-01,6.0257e+10
1984-03-01,6.0885e+10
1984-04-01,6.1123e+10
1984-05-01,6.1853e+10
1984-06-01,6.2603e+10
1984-07-01,6.352e+10
1984-08-01,6.4128e+10
1984-09-01,6.5078e+10
1984-10-01,6.6421e+10
1984-11-01,6.7071e+10
1984-12-01,6.8928e+10
1985-01-01,7.0436e+10
1985-02-01,7.1224e+10
1985-03-01,7.3407e+10
1985-04-01,7.4172e+10
1985-05-01,7.6452e+10
1985-06-01,7.7748e+10
1985-07-01,7.9339e+10
1985-08-01,8.0964e+10
1985-09-01,8.285e+10
1985-10-01,8.5235e+10
1985-11-01,8.6729e+10
1985-12-01,8.7466e+10
1986-01-01,8.9041e+10
1986-02-01,8.8948e+10
1986-03-01,8.9948e+10
1986-04-01,9.1345e+10
1986-05-01,9.2685e+10
1986-06-01,9.3786e+10
1986-07-01,9.5085e+10
1986-08-01,9.5724e+10
1986-09-01,9.6593e+10
1986-10-01,9.7834e+10
1986-11-01,9.8862e+10
1986-12-01,1.00529e+11
1987-01-01,1.01045e+11
1987-02-01,1.03233e+11
1987-03-01,1.05441e+11
1987-04-01,1.0757e+11
1987-05-01,1.08023e+11
1987-06-01,1.08192e+11
1987-07-01,1.08431e+11
1987-08-01,1.084e+11
1987-09-01,1.08634e+11
1987-10-01,1.07968e+11
1987-11-01,1.05495e+11
1987-12-01,1.06062e+11
1988-01-01,1.05735e+11
1988-02-01,1.05437e+11
1988-03-01,1.07485e+11
1988-04-01,1.0747e+11
1988-05-01,1.07422e+11
1988-06-01,1.09758e+11
1988-07-01,1.10372e+11
1988-08-01,1.12099e+11
1988-09-01,1.11822e+11
1988-10-01,1.10882e+11
1988-11-01,1.13576e+11
1988-12-01,1.13653e+11
1989-01-01,1.13559e+11
1989-02-01,1.13238e+11
1989-03-01,1.15361e+11
1989-04-01,1.13889e+11
1989-05-01,1.15064e+11
1989-06-01,1.15295e+11
1989-07-01,1.16035e+11
1989-08-01,1.17162e+11
1989-09-01,1.18449e+11
1989-10-01,1.19559e+11
1989-11-01,1.21682e+11
1989-12-01,1.22788e+11
1990-01-01,1.22588e+11
1990-02-01,1.22029e+11
1990-03-01,1.22979e+11
1990-04-01,1.23604e+11
1990-05-01,1.23477e+11
1990-06-01,1.22639e+11
1990-07-01,1.21995e+11
1990-08-01,1.22224e+11
1990-09-01,1.22087e+11
1990-10-01,1.22994e+11
1990-11-01,1.23523e+11
1990-12-01,1.25306e+11
1991-01-01,1.26821e+11
1991-02-01,1.25903e+11
1991-03-01,1.28279e+11
1991-04-01,1.27729e+11
1991-05-01,1.29071e+11
1991-06-01,1.28588e+11
1991-07-01,1.30299e+11
1991-08-01,1.30143e+11
1991-09-01,1.29617e+11
1991-10-01,1.29133e+11
1991-11-01,1.30129e+11
1991-12-01,1.31309e+11
1992-01-01,1.31542e+11
1992-02-01,1.31088e+11
1992-03-01,1.32197e+11
1992-04-01,1.33251e+11
1992-05-01,1.33065e+11
1992-06-01,1.32773e+11
1992-07-01,1.34274e+11
1992-08-01,1.3519e+11
1992-09-01,1.37279e+11
1992-10-01,1.37369e+11
1992-11-01,1.37195e+11
1992-12-01,1.3676e+11
1993-01-01,1.36433e+11
1993-02-01,1.35357e+11
1993-03-01,1.35818e+11
1993-04-01,1.36508e+11
1993-05-01,1.3834e+11
1993-06-01,1.41478e+11
1993-07-01,1.41563e+11
1993-08-01,1.43122e+11
1993-09-01,1.45533e+11
1993-10-01,1.45516e+11
1993-11-01,1.46583e+11
1993-12-01,1.48402e+11
1994-01-01,1.49841e+11
1994-02-01,1.51225e+11
1994-03-01,1.53691e+11
1994-04-01,1.53861e+11
1994-05-01,1.53907e+11
1994-06-01,1.53754e+11
1994-07-01,1.54406e+11
1994-08-01,1.53525e+11
1994-09-01,1.52849e+11
1994-10-01,1.53485e+11
1994-11-01,1.52944e+11
1994-12-01,1.53213e+11
1995-01-01,1.53958e+11
1995-02-01,1.52024e+11
1995-03-01,1.52812e+11
1995-04-01,1.53445e+11
1995-05-01,1.5152e+11
1995-06-01,1.52722e+11
1995-07-01,1.53654e+11
1995-08-01,1.54388e+11
1995-09-01,1.55686e+11
1995-10-01,1.56523e+11
1995-11-01,1.56992e+11
1995-12-01,1.57274e+11
1996-01-01,1.57436e+11
1996-02-01,1.58519e+11
1996-03-01,1.627e+11
1996-04-01,1.6313e+11
1996-05-01,1.6534e+11
1996-06-01,1.67463e+11
1996-07-01,1.67539e+11
1996-08-01,1.68568e+11
1996-09-01,1.69503e+11
1996-10-01,1.71991e+11
1996-11-01,1.74393e+11
1996-12-01,1.75957e+11
1997-01-01,1.77102e+11
1997-02-01,1.78432e+11
1997-03-01,1.81911e+11
1997-04-01,1.81543e+11
1997-05-01,1.8363e+11
1997-06-01,1.8539e+11
1997-07-01,1.86206e+11
1997-08-01,1.88305e+11
1997-09-01,1.88495e+11
1997-10-01,1.89867e+11
1997-11-01,1.92935e+11
1997-12-01,1.93654e+11
1998-01-01,1.95913e+11
1998-02-01,1.94946e+11
1998-03-01,1.95318e+11
1998-04-01,1.9614e+11
1998-05-01,1.97125e+11
1998-06-01,1.97703e+11
1998-07-01,1.99244e+11
1998-08-01,2.00374e+11
1998-09-01,2.01425e+11
1998-10-01,2.01888e+11
1998-11-01,2.01774e+11
1998-12-01,2.01253e+11
1999-01-01,2.04545e+11
1999-02-01,2.04521e+11
1999-03-01,2.0521e+11
1999-04-01,2.07217e+11
1999-05-01,2.0903e+11
1999-06-01,2.09486e+11
1999-07-01,2.1116e+11
1999-08-01,2.13064e+11
1999-09-01,2.13658e+11
1999-10-01,2.14573e+11
1999-11-01,2.15641e+11
1999-12-01,2.17017e+11
2000-01-01,2.19449e+11
2000-02-01,2.2264e+11
2000-03-01,2.25919e+11
2000-04-01,2.30848e+11
2000-05-01,2.29475e+11
2000-06-01,2.3248e+11
2000-07-01,2.34376e+11
2000-08-01,2.35077e+11
2000-09-01,2.37858e+11
2000-10-01,2.40206e+11
2000-11-01,2.40908e+11
2000-12-01,2.43788e+11
2001-01-01,2.43777e+11
2001-02-01,2.46844e+11
2001-03-01,2.48738e+11
2001-04-01,2.51199e+11
2001-05-01,2.53921e+11
2001-06-01,2.53639e+11
2001-07-01,2.55524e+11
2001-08-01,2.56179e+11
2001-09-01,2.63123e+11
2001-10-01,2.63805e+11
2001-11-01,2.6892e+11
2001-12-01,2.69705e+11
2002-01-01,2.71846e+11
2002-02-01,2.73032e+11
2002-03-01,2.75183e+11
2002-04-01,2.75159e+11
2002-05-01,2.74219e+11
2002-06-01,2.77791e+11
2002-07-01,2.78218e+11
2002-08-01,2.80771e+11
2002-09-01,2.82679e+11
2002-10-01,2.84496e+11
2002-11-01,2.84529e+11
2002-12-01,2.83397e+11
2003-01-01,2.83857e+11
2003-02-01,2.83107e+11
2003-03-01,2.83179e+11
2003-04-01,2.82929e+11
2003-05-01,2.83118e+11
2003-06-01,2.86655e+11
2003-07-01,2.91058e+11
2003-08-01,2.93592e+11
2003-09-01,2.94368e+11
2003-10-01,2.94174e+11
2003-11-01,2.96233e+11
2003-12-01,2.97674e+11
2004-01-01,3.0092e+11
2004-02-01,3.04158e+11
2004-03-01,3.05731e+11
2004-04-01,3.09815e+11
2004-05-01,3.12982e+11
2004-06-01,3.15471e+11
2004-07-01,3.15596e+11
2004-08-01,3.15516e+11
2004-09-01,3.1601e+11
2004-10-01,3.17948e+11
2004-11-01,3.17174e+11
2004-12-01,3.22475e+11
2005-01-01,3.24902e+11
2005-02-01,3.2671e+11
2005-03-01,3.28304e+11
2005-04-01,3.3081e+11
2005-05-01,3.31949e+11
2005-06-01,3.33695e+11
2005-07-01,3.32276e+11
2005-08-01,3.31068e+11
2005-09-01,3.35646e+11
2005-10-01,3.38504e+11
2005-11-01,3.38953e+11
2005-12-01,3.41446e+11
2006-01-01,3.43634e+11
2006-02-01,3.47919e+11
2006-03-01,3.50721e+11
2006-04-01,3.53912e+11
2006-05-01,3.56558e+11
2006-06-01,3.58796e+11
2006-07-01,3.61996e+11
2006-08-01,3.634e+11
2006-09-01,3.67307e+11
2006-10-01,3.70576e+11
2006-11-01,3.74481e+11
2006-12-01,3.77996e+11
2007-01-01,3.78245e+11
2007-02-01,3.80729e+11
2007-03-01,3.84211e+11
2007-04-01,3.87465e+11
2007-05-01,3.88555e+11
2007-06-01,3.93206e+11
2007-07-01,3.96924e+11
2007-08-01,3.99326e+11
2007-09-01,4.02849e+11
2007-10-01,3.98489e+11
2007-11-01,3.99846e+11
2007-12-01,4.04378e+11
2008-01-01,4.07227e+11
2008-02-01,4.08916e+11
2008-03-01,4.12841e+11
2008-04-01,4.14894e+11
2008-05-01,4.22484e+11
2008-06-01,4.26095e+11
2008-07-01,4.28253e+11
2008-08-01,4.31907e+11
2008-09-01,4.37697e+11
2008-10-01,4.44514e+11
2008-11-01,4.51091e+11
2008-12-01,4.56907e+11
2009-01-01,4.59588e+11
2009-02-01,4.60187e+11
2009-03-01,4.65637e+11
2009-04-01,4.71483e+11
2009-05-01,4.76122e+11
2009-06-01,4.79005e+11
2009-07-01,4.87496e+11
2009-08-01,4.95384e+11
2009-09-01,4.99443e+11
2009-10-01,5.05965e+11
2009-11-01,5.1246e+11
2009-12-01,5.16176e+11
2010-01-01,5.19787e+11
2010-02-01,5.26425e+11
2010-03-01,5.2973e+11
2010-04-01,5.32815e+11
2010-05-01,5.40422e+11
2010-06-01,5.42626e+11
2010-07-01,5.46135e+11
2010-08-01,5.47138e+11
2010-09-01,5.52105e+11
2010-10-01,5.56366e+11
2010-11-01,5.57964e+11
2010-12-01,5.63629e+11
2011-01-01,5.68443e+11
2011-02-01,5.73318e+11
2011-03-01,5.79381e+11
2011-04-01,5.80416e+11
2011-05-01,5.81434e+11
2011-06-01,5.87358e+11
2011-07-01,5.91948e+11
2011-08-01,5.94501e+11
2011-09-01,6.08494e+11
2011-10-01,6.14722e+11
2011-11-01,6.15194e+11
2011-12-01,6.18319e+11
2012-01-01,6.25127e+11
2012-02-01,6.27573e+11
2012-03-01,6.3182e+11
2012-04-01,6.37039e+11
2012-05-01,6.41534e+11
2012-06-01,6.47692e+11
2012-07-01,6.51991e+11
2012-08-01,6.54097e+11
2012-09-01,6.53826e+11
2012-10-01,6.53035e+11
2012-11-01,6.60066e+11
2012-12-01,6.64067e+11
2013-01-01,6.69006e+11
2013-02-01,6.81912e+11
2013-03-01,6.92606e+11
2013-04-01,6.91325e+11
2013-05-01,6.71669e+11
2013-06-01,6.74629e+11
2013-07-01,6.77205e+11
2013-08-01,6.83679e+11
2013-09-01,6.8804e+11
2013-10-01,6.92765e+11
2013-11-01,7.00454e+11
2013-12-01,7.05209e+11
2014-01-01,7.11546e+11
2014-02-01,7.13003e+11
2014-03-01,7.19867e+11
2014-04-01,7.1767e+11
2014-05-01,7.23054e+11
2014-06-01,7.24462e+11
2014-07-01,7.28049e+11
2014-08-01,7.35158e+11
2014-09-01,7.41513e+11
2014-10-01,7.48162e+11
2014-11-01,7.50028e+11
2014-12-01,7.53588e+11
2015-01-01,7.54981e+11
2015-02-01,7.6148e+11
2015-03-01,7.6608e+11
2015-04-01,7.7284e+11
2015-05-01,7.76916e+11
2015-06-01,7.81323e+11
2015-07-01,7.92059e+11
2015-08-01,7.98458e+11
2015-09-01,8.05763e+11
2015-10-01,8.08705e+11
2015-11-01,8.12363e+11
2015-12-01,8.15246e+11
2016-01-01,8.21123e+11
2016-02-01,8.27626e+11
2016-03-01,8.3149e+11
2016-04-01,8.36867e+11
2016-05-01,8.42683e+11
2016-06-01,8.46204e+11
2016-07-01,8.60045e+11
2016-08-01,8.6553e+11
2016-09-01,8.73291e+11
2016-10-01,8.80711e+11
2016-11-01,8.87976e+11
2016-12-01,8.94504e+11
2017-01-01,9.04803e+11
2017-02-01,9.02045e+11
2017-03-01,9.12185e+11
2017-04-01,9.28988e+11
