"Date","LREM55TTCAM156S"
1976-01-01,51.2321797657534
1976-02-01,50.998731769182
1976-03-01,51.0169670144378
1976-04-01,51.5710382513661
1976-05-01,50.7020852981243
1976-06-01,50.3918495297806
1976-07-01,50.2891679258063
1976-08-01,50.3922689250273
1976-09-01,51.4670813893209
1976-10-01,50.6517690875233
1976-11-01,50.6942652144738
1976-12-01,51.2335822817409
1977-01-01,50.9991267272821
1977-02-01,49.9769431777425
1977-03-01,50.0869120654397
1977-04-01,49.8138040095904
1977-05-01,49.7812372812373
1977-06-01,48.7714488780587
1977-07-01,49.0095749531385
1977-08-01,48.7669294521932
1977-09-01,49.6923852748361
1977-10-01,49.662774310449
1977-11-01,49.5327572347267
1977-12-01,49.3404223303406
1978-01-01,49.3793172489739
1978-02-01,49.0034467256107
1978-03-01,48.880355094509
1978-04-01,49.0117002738362
1978-05-01,49.1330915594416
1978-06-01,48.951048951049
1978-07-01,49.2818938193344
1978-08-01,49.3080268880981
1978-09-01,49.7137781287012
1978-10-01,49.5344139528009
1978-11-01,49.8401298637414
1978-12-01,49.63155826292
1979-01-01,50.495292271479
1979-02-01,50.4062652961331
1979-03-01,50.6061198553133
1979-04-01,50.7927989461872
1979-05-01,50.9401792673422
1979-06-01,51.1867704280156
1979-07-01,51.155676410605
1979-08-01,50.6230303030303
1979-09-01,49.9878963931252
1979-10-01,49.5964819020925
1979-11-01,49.8793669175835
1979-12-01,49.7566616874669
1980-01-01,50.5435305435305
1980-02-01,49.8246962201623
1980-03-01,49.8345561789671
1980-04-01,49.5188855378429
1980-05-01,50.3751493428913
1980-06-01,50.3600209813552
1980-07-01,50.8141306417825
1980-08-01,50.3469911588554
1980-09-01,49.5636501612597
1980-10-01,49.827186212774
1980-11-01,49.7613083140332
1980-12-01,49.582409286085
1981-01-01,48.9263514786212
1981-02-01,49.431337531723
1981-03-01,49.6059298179771
1981-04-01,48.6980142375422
1981-05-01,49.8176718092567
1981-06-01,50.0653045993096
1981-07-01,50.598425930238
1981-08-01,51.1320842438049
1981-09-01,50.2737310939964
1981-10-01,50.0185253797703
1981-11-01,50.3028621630369
1981-12-01,49.7853284705231
1982-01-01,49.2190739460954
