"Date","CANCP110000GYM"
2015-12-01,2.70519600000001
2016-01-01,2.84250532273884
2016-02-01,2.93766521994189
2016-03-01,3.01728213566414
2016-04-01,3.10415346487242
2016-05-01,2.49287100396479
2016-06-01,1.878199219922
2016-07-01,2.2377218385866
2016-08-01,1.94453218913264
2016-09-01,2.38782604291665
2016-10-01,2.60623136203961
2016-11-01,2.91570380145961
2016-12-01,2.13699412053116
2017-01-01,2.09724660738882
2017-02-01,2.87626043683635
2017-03-01,2.09584553210049
2017-04-01,2.93767487607795
2017-05-01,2.96756436837396
2017-06-01,3.17949222705941
2017-07-01,3.52883010285323
2017-08-01,3.08051278267398
2017-09-01,2.21190305680779
2017-10-01,2.48636954344505
2017-11-01,2.41042695816999
2017-12-01,2.47855100095327
2018-01-01,2.8436018957346
2018-02-01,2.43445692883895
2018-03-01,3.48399246704331
2018-04-01,3.15985130111524
2018-05-01,2.72975432211101
2018-06-01,3.51351351351351
2018-07-01,2.4822695035461
2018-08-01,2.92553191489363
2018-09-01,0.713648528099911
2018-10-01,2.63636363636363
2018-11-01,2.57826887661142
2018-12-01,2.41860465116279
2019-01-01,2.48847926267282
2019-02-01,1.46252285191956
2019-03-01,1.27388535031847
2019-04-01,0.540540540540521
2019-05-01,0.974313551815777
2019-06-01,0.783289817232367
2019-07-01,0.951557093425616
2019-08-01,0.516795865633075
2019-09-01,0.974313551815777
2019-10-01,1.32860938883969
2019-11-01,1.52603231597845
2019-12-01,1.81653042688465
2020-01-01,1.16906474820143
2020-02-01,1.6216216216216
2020-03-01,1.25786163522013
2020-04-01,0.627240143369186
2020-05-01,-1.40350877192983
2020-06-01,-2.50431778929188
2020-07-01,-2.81836269059555
2020-08-01,-2.48500428449016
2020-09-01,-0.350877192982476
2020-10-01,-1.486013986014
2020-11-01,-0.795755968169752
2020-12-01,-0.178412132024978
2021-01-01,0
2021-02-01,-0.0886524822694938
2021-03-01,-0.0887311446317757
2021-04-01,0.712377560106857
2021-05-01,1.42348754448399
2021-06-01,1.50575730735163
2021-07-01,2.54739840517398
2021-08-01,3.7785588752197
2021-09-01,3.69718309859155
2021-10-01,4.34782608695652
2021-11-01,4.9910873440285
2021-12-01,5.36193029490617
2022-01-01,5.24444444444446
2022-02-01,6.03371783496008
2022-03-01,6.83836589698048
2022-04-01,8.22281167108753
2022-05-01,9.29824561403508
2022-06-01,10.4712041884817
2022-07-01,11.0920034393809
2022-08-01,9.90685859441152
2022-09-01,9.25297113752122
2022-10-01,9.01360544217686
2022-11-01,8.06451612903226
2022-12-01,7.97285835453773
2023-01-01,8.36148648648648
2023-02-01,8.28451882845188
2023-03-01,7.56442227763923
2023-04-01,6.78104575163398
2023-05-01,6.82182985553772
2023-06-01,6.47709320695103
2023-07-01,5.030959752322
2023-08-01,5.23882896764251
2023-09-01,6.06060606060607
2023-10-01,5.46021840873636
