"Date","LCEAMN01CAM659S"
1960-01-01,4.11764705882353
1960-02-01,3.50877192982456
1960-03-01,3.48837209302326
1960-04-01,4.06976744186048
1960-05-01,3.46820809248555
1960-06-01,3.48837209302326
1960-07-01,3.50877192982456
1960-08-01,3.52941176470588
1960-09-01,2.90697674418606
1960-10-01,2.29885057471264
1960-11-01,2.87356321839081
1960-12-01,2.80898876404495
1961-01-01,2.82485875706216
1961-02-01,2.82485875706216
1961-03-01,2.80898876404495
1961-04-01,2.79329608938548
1961-05-01,2.79329608938548
1961-06-01,2.80898876404495
1961-07-01,2.82485875706216
1961-08-01,3.40909090909091
1961-09-01,2.82485875706216
1961-10-01,3.37078651685395
1961-11-01,2.79329608938548
1961-12-01,2.73224043715846
1962-01-01,2.19780219780219
1962-02-01,2.74725274725276
1962-03-01,2.18579234972679
1962-04-01,2.71739130434782
1962-05-01,2.71739130434782
1962-06-01,3.27868852459017
1962-07-01,3.29670329670328
1962-08-01,2.19780219780219
1962-09-01,3.29670329670328
1962-10-01,2.71739130434782
1962-11-01,3.26086956521738
1962-12-01,3.19148936170213
1963-01-01,3.76344086021505
1963-02-01,3.2085561497326
1963-03-01,3.2085561497326
1963-04-01,3.17460317460318
1963-05-01,3.17460317460318
1963-06-01,3.17460317460318
1963-07-01,2.65957446808511
1963-08-01,3.76344086021505
1963-09-01,3.72340425531916
1963-10-01,3.7037037037037
1963-11-01,4.21052631578948
1963-12-01,3.60824742268041
1964-01-01,3.10880829015544
1964-02-01,3.10880829015544
1964-03-01,4.14507772020725
1964-04-01,3.07692307692306
1964-05-01,3.58974358974359
1964-06-01,3.58974358974359
1964-07-01,4.14507772020725
1964-08-01,4.66321243523316
1964-09-01,4.10256410256409
1964-10-01,3.57142857142857
1964-11-01,3.03030303030303
1964-12-01,3.48258706467663
1965-01-01,4.52261306532664
1965-02-01,4.52261306532664
1965-03-01,4.97512437810945
1965-04-01,5.47263681592041
1965-05-01,4.45544554455444
1965-06-01,4.45544554455444
1965-07-01,3.98009950248757
1965-08-01,3.46534653465346
1965-09-01,4.92610837438424
1965-10-01,5.91133004926109
1965-11-01,5.88235294117648
1965-12-01,4.80769230769231
1966-01-01,5.28846153846153
1966-02-01,5.76923076923077
1966-03-01,5.21327014218012
1966-04-01,5.18867924528301
1966-05-01,5.6872037914692
1966-06-01,5.6872037914692
1966-07-01,6.69856459330143
1966-08-01,7.17703349282297
1966-09-01,6.57276995305166
1966-10-01,6.51162790697674
1966-11-01,6.94444444444443
1966-12-01,5.96330275229358
1967-01-01,6.39269406392695
1967-02-01,6.81818181818181
1967-03-01,6.75675675675675
1967-04-01,6.72645739910314
1967-05-01,6.72645739910314
1967-06-01,7.1748878923767
1967-07-01,7.62331838565022
1967-08-01,7.14285714285713
1967-09-01,7.04845814977974
1967-10-01,6.98689956331879
1967-11-01,6.49350649350648
1967-12-01,8.22510822510823
1968-01-01,6.86695278969957
1968-02-01,5.95744680851065
1968-03-01,5.90717299578057
1968-04-01,7.56302521008404
1968-05-01,7.98319327731092
1968-06-01,7.53138075313807
