"Date","CANCPGRHO01IXOBM"
1960-01-01,12.1300450301683
1960-02-01,12.1300450301683
1960-03-01,12.1300450301683
1960-04-01,12.2399654176143
1960-05-01,12.2399654176143
1960-06-01,12.2399654176143
1960-07-01,12.2399654176143
1960-08-01,12.2399654176143
1960-09-01,12.2399654176143
1960-10-01,12.2399654176143
1960-11-01,12.2949256113373
1960-12-01,12.2949256113373
1961-01-01,12.2949256113373
1961-02-01,12.2949256113373
1961-03-01,12.2949256113373
1961-04-01,12.3498858050603
1961-05-01,12.3498858050603
1961-06-01,12.3498858050603
1961-07-01,12.3715635018962
1961-08-01,12.3498858050603
1961-09-01,12.4048459987833
1961-10-01,12.4265236956192
1961-11-01,12.4265236956192
1961-12-01,12.4265236956192
1962-01-01,12.4265236956192
1962-02-01,12.4265236956192
1962-03-01,12.4265236956192
1962-04-01,12.4814838893422
1962-05-01,12.5914042767882
1962-06-01,12.6130819736241
1962-07-01,12.63475967046
1962-08-01,12.689719864183
1962-09-01,12.689719864183
1962-10-01,12.689719864183
1962-11-01,12.689719864183
1962-12-01,12.689719864183
1963-01-01,12.744680057906
1963-02-01,12.744680057906
1963-03-01,12.744680057906
1963-04-01,12.744680057906
1963-05-01,12.744680057906
1963-06-01,12.744680057906
1963-07-01,12.744680057906
1963-08-01,12.799640251629
1963-09-01,12.854600445352
1963-10-01,12.909560639075
1963-11-01,12.909560639075
1963-12-01,12.909560639075
1964-01-01,12.909560639075
1964-02-01,12.9645208327979
1964-03-01,13.0194810265209
1964-04-01,13.0194810265209
1964-05-01,13.0744412202439
1964-06-01,13.1177966139157
1964-07-01,13.1727568076387
1964-08-01,13.1727568076387
1964-09-01,13.1944345044747
1964-10-01,13.2493946981976
1964-11-01,13.3043548919206
1964-12-01,13.3043548919206
1965-01-01,13.3043548919206
1965-02-01,13.4142752793666
1965-03-01,13.4142752793666
1965-04-01,13.4142752793666
1965-05-01,13.4692354730896
1965-06-01,13.4692354730896
1965-07-01,13.4692354730896
1965-08-01,13.5241956668126
1965-09-01,13.5241956668126
1965-10-01,13.5241956668126
1965-11-01,13.5241956668126
1965-12-01,13.6008335573715
1966-01-01,13.6774714479304
1966-02-01,13.7324316416534
1966-03-01,13.7324316416534
1966-04-01,13.7541093384893
1966-05-01,13.8307472290482
1966-06-01,13.8524249258841
1966-07-01,13.8524249258841
1966-08-01,13.929062816443
