"Date","LFEM64TTCAM647N"
1976-01-01,9094200
1976-02-01,9147500
1976-03-01,9254600
1976-04-01,9330700
1976-05-01,9597400
1976-06-01,9863800
1976-07-01,10058300
1976-08-01,10044900
1976-09-01,9691500
1976-10-01,9678400
1976-11-01,9627600
1976-12-01,9560400
1977-01-01,9328600
1977-02-01,9373000
1977-03-01,9435600
1977-04-01,9490100
1977-05-01,9831600
1977-06-01,10015900
1977-07-01,10207600
1977-08-01,10203600
1977-09-01,9839200
1977-10-01,9865700
1977-11-01,9782100
1977-12-01,9697000
1978-01-01,9466800
1978-02-01,9567200
1978-03-01,9665100
1978-04-01,9715800
1978-05-01,10059600
1978-06-01,10315300
1978-07-01,10564900
1978-08-01,10567400
1978-09-01,10205300
1978-10-01,10264900
1978-11-01,10189200
1978-12-01,10106400
1979-01-01,9913900
1979-02-01,9984200
1979-03-01,10098900
1979-04-01,10176000
1979-05-01,10513200
1979-06-01,10751400
1979-07-01,11029300
1979-08-01,11033900
1979-09-01,10649400
1979-10-01,10698300
1979-11-01,10635000
1979-12-01,10530400
1980-01-01,10349200
1980-02-01,10382500
1980-03-01,10462200
1980-04-01,10535500
1980-05-01,10784100
1980-06-01,11104700
1980-07-01,11262000
1980-08-01,11279200
1980-09-01,10952100
1980-10-01,10977900
1980-11-01,10913100
1980-12-01,10805500
1981-01-01,10641400
1981-02-01,10764100
1981-03-01,10816900
1981-04-01,10905500
1981-05-01,11232800
1981-06-01,11543800
1981-07-01,11674800
1981-08-01,11673300
1981-09-01,11230500
1981-10-01,11190600
1981-11-01,11077500
1981-12-01,10894600
1982-01-01,10639400
1982-02-01,10655200
1982-03-01,10689100
1982-04-01,10663900
1982-05-01,10907100
1982-06-01,11090900
1982-07-01,11182200
1982-08-01,11066900
1982-09-01,10706000
1982-10-01,10680700
1982-11-01,10553300
1982-12-01,10449100
1983-01-01,10238200
1983-02-01,10317900
1983-03-01,10433400
1983-04-01,10520300
1983-05-01,10893200
1983-06-01,11174000
1983-07-01,11380400
1983-08-01,11379500
1983-09-01,11078200
1983-10-01,11059600
1983-11-01,10949700
1983-12-01,10856000
1984-01-01,10589700
1984-02-01,10697700
1984-03-01,10759100
1984-04-01,10817200
1984-05-01,11176500
1984-06-01,11453300
1984-07-01,11674500
1984-08-01,11605600
1984-09-01,11260900
1984-10-01,11277700
1984-11-01,11168100
1984-12-01,11111700
1985-01-01,10940700
1985-02-01,11003200
1985-03-01,11088500
1985-04-01,11192500
1985-05-01,11554300
1985-06-01,11757400
1985-07-01,11986700
1985-08-01,11970900
1985-09-01,11616500
1985-10-01,11625300
1985-11-01,11576400
1985-12-01,11531400
1986-01-01,11357100
1986-02-01,11412300
1986-03-01,11487600
1986-04-01,11634700
1986-05-01,11920700
1986-06-01,12215800
1986-07-01,12332100
1986-08-01,12295000
1986-09-01,11928400
1986-10-01,11939900
1986-11-01,11851500
1986-12-01,11762100
