"Date","CANCPGRLH01IXOBM"
1961-01-01,7.10375614102344
1961-02-01,7.10375614102344
1961-03-01,7.10375614102344
1961-04-01,7.0559035902059
1961-05-01,7.19640915016686
1961-06-01,7.19640915016686
1961-07-01,7.17478087860957
1961-08-01,7.19640915016686
1961-09-01,7.28906215931028
1961-10-01,7.26743388775299
1961-11-01,7.26743388775299
1961-12-01,7.26743388775299
1962-01-01,7.26743388775299
1962-02-01,7.26743388775299
1962-03-01,7.26743388775299
1962-04-01,7.21958133693546
1962-05-01,7.1238762353004
1962-06-01,7.24275352370406
1962-07-01,7.36163081210772
1962-08-01,7.31377826129018
1962-09-01,7.31377826129018
1962-10-01,7.31377826129018
1962-11-01,7.31377826129018
1962-12-01,7.31377826129018
1963-01-01,7.40643127043361
1963-02-01,7.40643127043361
1963-03-01,7.40643127043361
1963-04-01,7.40643127043361
1963-05-01,7.54693683039456
1963-06-01,7.54693683039456
1963-07-01,7.54693683039456
1963-08-01,7.49908427957703
1963-09-01,7.4512317287595
1963-10-01,7.40337917794196
1963-11-01,7.54388473790292
1963-12-01,7.54388473790292
1964-01-01,7.54388473790292
1964-02-01,7.63653774704634
1964-03-01,7.58868519622881
1964-04-01,7.72919075618976
1964-05-01,7.82184376533318
1964-06-01,7.7785872222186
1964-07-01,7.73073467140106
1964-08-01,7.73073467140106
1964-09-01,7.70910639984378
1964-10-01,7.66125384902624
1964-11-01,7.61340129820871
1964-12-01,7.75390685816967
1965-01-01,8.03491797809157
1965-02-01,7.93921287645651
1965-03-01,7.93921287645651
1965-04-01,8.07971843641746
1965-05-01,8.17237144556088
1965-06-01,8.17237144556088
1965-07-01,8.17237144556088
1965-08-01,8.12451889474335
1965-09-01,8.12451889474335
1965-10-01,8.2650244547043
1965-11-01,8.40553001466526
1965-12-01,8.33604919229043
1966-01-01,8.26656836991561
1966-02-01,8.35922137905903
1966-03-01,8.49972693901998
1966-04-01,8.4780986674627
1966-05-01,8.40861784508787
1966-06-01,8.38698957353059
1966-07-01,8.52749513349154
1966-08-01,8.45801431111672
1966-09-01,8.43638603955943
1966-10-01,8.52903904870284
1966-11-01,8.62169205784626
1966-12-01,8.55221123547145
1967-01-01,8.62323597305758
1967-02-01,8.76374153301853
1967-03-01,8.69426071064371
1967-04-01,8.99844401733421
1967-05-01,8.95059146651668
1967-06-01,9.02621221180576
1967-07-01,9.14508950020943
1967-08-01,9.07560867783461
1967-09-01,8.9844995839025
1967-10-01,9.2655107038244
1967-11-01,9.24388243226711
1967-12-01,9.22225416070983
1968-01-01,9.19757379666089
1968-02-01,9.14972124584336
1968-03-01,9.17289343261196
1968-04-01,9.2439181701981
1968-05-01,9.40759591692764
1968-06-01,9.48321666221672
1968-07-01,9.46158839065944
1968-08-01,9.43996011910214
1968-09-01,9.46313230587075
1968-10-01,9.46467622108206
1968-11-01,9.60518178104301
1968-12-01,9.60518178104301
1969-01-01,9.55887314543679
1969-02-01,9.65152615458021
1969-03-01,9.81520390130976
1969-04-01,9.95265736877908
1969-05-01,9.97582955554767
1969-06-01,10.0514503008368
1969-07-01,10.1703275892404
1969-08-01,10.1270710461258
1969-09-01,10.2197240552693
1969-10-01,10.2428962420379
1969-11-01,10.1996396989233
1969-12-01,10.1965876064316
1970-01-01,10.2413880647575
1970-02-01,10.3124128023437
1970-03-01,10.3834375399298
1970-04-01,10.4282379982557
1970-05-01,10.6181400242455
1970-06-01,10.5965117526882
1970-07-01,10.4791783794958
1970-08-01,10.5718313886393
1970-09-01,10.550203117082
1970-10-01,10.6398040337337
1970-11-01,10.5919514829162
1970-12-01,10.6629762205023
1971-01-01,10.7077766788282
1971-02-01,10.7309488655968
1971-03-01,10.7093205940395
1971-04-01,10.8946266123264
1971-05-01,10.8946266123264
1971-06-01,10.8946266123264
1971-07-01,10.9394270706523
1971-08-01,11.0104518082384
1971-09-01,11.1509573681994
1971-10-01,11.2189300132938
1971-11-01,11.1942496492449
1971-12-01,11.1942496492449
1972-01-01,11.2869026583883
1972-02-01,11.2390501075708
1972-03-01,11.3317031167142
1972-04-01,11.4243561258576
1972-05-01,11.3996757618087
1972-06-01,11.5401813217697
1972-07-01,11.541725236981
1972-08-01,11.7748838060853
1972-09-01,11.7270312552678
1972-10-01,11.5139927804404
1972-11-01,11.8876569095057
1972-12-01,11.7224709854958
1973-01-01,11.9077770037827
1973-02-01,11.7425910797728
1973-03-01,11.8352440889162
1973-04-01,11.9989218356458
1973-05-01,12.0437222939717
1973-06-01,11.9958697431541
1973-07-01,12.1595474898837
1973-08-01,12.3710777874308
1973-09-01,12.4158782457566
1973-10-01,12.4390504325252
1973-11-01,12.3695696101504
1973-12-01,12.5548756284373
1974-01-01,12.6475286375807
1974-02-01,12.7895781127529
1974-03-01,12.8343785710788
1974-04-01,12.9718320385481
1974-05-01,13.0876572344602
1974-06-01,13.1385976157003
1974-07-01,13.4906334732083
1974-08-01,13.5586061183028
1974-09-01,13.629630855889
1974-10-01,13.6281226786086
1974-11-01,13.7701721537809
1974-12-01,13.9338499005104
1975-01-01,14.1700605621065
1975-02-01,14.5668968779404
1975-03-01,14.6162933439692
1975-04-01,14.9683292014773
1975-05-01,14.9698731166886
1975-06-01,15.1350947786294
1975-07-01,15.1366386938408
1975-08-01,15.4871663740684
1975-09-01,15.6292158492407
1975-10-01,15.7883333261983
1975-11-01,15.8392737074384
1975-12-01,15.9550989033505
1976-01-01,16.2376539384837
1976-02-01,16.4507281512421
1976-03-01,16.707058907115
1976-04-01,16.8923649254019
1976-05-01,16.9865618497566
1976-06-01,17.0807587741114
1976-07-01,17.3416855376873
1976-08-01,17.6474127595891
1976-09-01,17.6057001316858
1976-10-01,17.6907407785656
1976-11-01,17.7849377029204
1976-12-01,17.9269871780926
1977-01-01,17.9501593648612
1977-02-01,18.2110861284371
1977-03-01,18.4226164259842
1977-04-01,18.612518451974
1977-05-01,18.6356906387426
1977-06-01,18.6341824614623
1977-07-01,18.8457127590094
1977-08-01,18.8533965971349
1977-09-01,18.8549405123462
1977-10-01,18.8951807009002
1977-11-01,19.0372301760724
1977-12-01,18.9198968028801
1978-01-01,19.2719326603881
1978-02-01,19.3923538640031
1978-03-01,19.5298073314724
1978-04-01,19.6270563483188
1978-05-01,19.6718568066446
1978-06-01,19.6255481710384
1978-07-01,19.9081032061716
1978-08-01,19.9374153158545
1978-09-01,20.1010930625841
1978-10-01,20.0038797836687
1978-11-01,20.3342873696194
1978-12-01,20.357459556388
1979-01-01,20.4284842939741
1979-02-01,20.5967580484067
1979-03-01,20.7820640666935
1979-04-01,20.9719660926833
1979-05-01,21.4861357817096
1979-06-01,21.5803327060643
1979-07-01,21.7918630036114
1979-08-01,21.895251943372
1979-09-01,22.1994352500625
1979-10-01,22.1500745219646
1979-11-01,22.4542578286552
1979-12-01,22.5963073038274
1980-01-01,22.8294658729318
1980-02-01,22.8541819749117
1980-03-01,23.1583652816022
1980-04-01,23.3452152151004
1980-05-01,23.4348161317521
