"Date","CANPIEAMP01GPM"
1960-01-01,0.724637681159416
1960-02-01,-0.71942446043165
1960-03-01,0
1960-04-01,0.724637681159416
1960-05-01,-0.71942446043165
1960-06-01,0.724637681159416
1960-07-01,0
1960-08-01,0
1960-09-01,0
1960-10-01,0
1960-11-01,-0.71942446043165
1960-12-01,0.724637681159416
1961-01-01,0
1961-02-01,0
1961-03-01,-0.71942446043165
1961-04-01,0.724637681159416
1961-05-01,-0.71942446043165
1961-06-01,1.44927536231883
1961-07-01,-0.71428571428571
1961-08-01,0
1961-09-01,0
1961-10-01,0
1961-11-01,0
1961-12-01,0.71942446043165
1962-01-01,0
1962-02-01,0
1962-03-01,0
1962-04-01,0
1962-05-01,0.71428571428571
1962-06-01,0
1962-07-01,0.709219858156024
1962-08-01,0
1962-09-01,0
1962-10-01,0
1962-11-01,0
1962-12-01,0
1963-01-01,0
1963-02-01,0
1963-03-01,0
1963-04-01,0
1963-05-01,0
1963-06-01,0.70422535211269
1963-07-01,0
1963-08-01,0
1963-09-01,0
1963-10-01,0
1963-11-01,0.699300699300695
1963-12-01,-0.69444444444444
1964-01-01,0.699300699300695
1964-02-01,0
1964-03-01,0
1964-04-01,0
1964-05-01,0
1964-06-01,0
1964-07-01,0
1964-08-01,0
1964-09-01,0
1964-10-01,0
1964-11-01,0
1964-12-01,0
1965-01-01,0
1965-02-01,0.69444444444444
1965-03-01,0
1965-04-01,0
1965-05-01,0
1965-06-01,1.37931034482758
1965-07-01,0
1965-08-01,0
1965-09-01,0
1965-10-01,0
1965-11-01,0
1965-12-01,0
1966-01-01,0.680272108843551
1966-02-01,0.675675675675672
1966-03-01,0.671140939597312
1966-04-01,-0.666666666666663
1966-05-01,0.671140939597312
1966-06-01,0
1966-07-01,0
1966-08-01,0
1966-09-01,0.666666666666663
1966-10-01,-0.662251655629135
1966-11-01,0.666666666666663
1966-12-01,0
1967-01-01,0
1967-02-01,0.662251655629135
1967-03-01,0.657894736842119
1967-04-01,0
1967-05-01,0.653594771241826
1967-06-01,0
1967-07-01,0
1967-08-01,0
1967-09-01,0
1967-10-01,0
1967-11-01,0
1967-12-01,0
1968-01-01,0.649350649350646
1968-02-01,0
1968-03-01,0.645161290322577
1968-04-01,-0.641025641025637
1968-05-01,0
1968-06-01,0.645161290322577
1968-07-01,0
1968-08-01,0
1968-09-01,0.641025641025654
1968-10-01,0
1968-11-01,0.636942675159232
1968-12-01,0
1969-01-01,0.63291139240506
1969-02-01,1.25786163522014
1969-03-01,0
1969-04-01,0
1969-05-01,0
1969-06-01,0.621118012422357
1969-07-01,-0.61728395061728
1969-08-01,0
1969-09-01,0.621118012422357
1969-10-01,0
1969-11-01,0.61728395061728
1969-12-01,0.613496932515318
1970-01-01,1.21951219512198
1970-02-01,0.602409638554213
1970-03-01,0.598802395209577
1970-04-01,0
1970-05-01,0
1970-06-01,-1.19047619047618
1970-07-01,-0.602409638554213
1970-08-01,-0.606060606060634
1970-09-01,0
1970-10-01,0.609756097561004
1970-11-01,0
1970-12-01,0
1971-01-01,1.2121212121212
1971-02-01,0.598802395209577
1971-03-01,0
1971-04-01,0
1971-05-01,0
1971-06-01,0
1971-07-01,1.1904761904762
1971-08-01,0
1971-09-01,0
1971-10-01,0
1971-11-01,0
1971-12-01,0.588235294117644
1972-01-01,1.16959064327486
1972-02-01,0.578034682080906
1972-03-01,0.574712643678173
1972-04-01,0.571428571428583
1972-05-01,0
1972-06-01,0
1972-07-01,0.5681818181818
1972-08-01,0
1972-09-01,0.564971751412441
1972-10-01,0
1972-11-01,0.561797752808971
1972-12-01,1.11731843575421
1973-01-01,1.6574585635359
1973-02-01,1.08695652173914
1973-03-01,1.07526881720429
1973-04-01,1.06382978723404
1973-05-01,1.57894736842106
1973-06-01,1.03626943005181
1973-07-01,1.53846153846154
1973-08-01,2.52525252525252
1973-09-01,-0.492610837438434
1973-10-01,0.990099009900997
1973-11-01,0.490196078431382
1973-12-01,1.46341463414635
1974-01-01,3.3653846153846
1974-02-01,1.39534883720931
1974-03-01,1.37614678899084
1974-04-01,2.71493212669682
1974-05-01,0.881057268722462
1974-06-01,0.873362445414854
1974-07-01,2.16450216450216
1974-08-01,1.69491525423728
1974-09-01,0.83333333333335
1974-10-01,1.65289256198348
1974-11-01,1.21951219512192
1974-12-01,0
1975-01-01,1.60642570281126
1975-02-01,0.395256916996045
1975-03-01,0
1975-04-01,0.787401574803145
1975-05-01,1.17187500000001
1975-06-01,0
1975-07-01,0.386100386100384
1975-08-01,1.15384615384615
1975-09-01,0.380228136882127
1975-10-01,0.757575757575773
1975-11-01,0
1975-12-01,0.375939849624058
1976-01-01,0.749063670411981
1976-02-01,0
1976-03-01,0
1976-04-01,0.371747211895909
1976-05-01,0.740740740740736
1976-06-01,0.367647058823546
1976-07-01,0.366300366300345
1976-08-01,0
1976-09-01,0.729927007299285
1976-10-01,0
1976-11-01,0.362318840579708
1976-12-01,1.08303249097472
1977-01-01,1.07142857142858
1977-02-01,1.06007067137809
1977-03-01,1.04895104895104
1977-04-01,1.38408304498271
1977-05-01,0.341296928327625
1977-06-01,0
1977-07-01,1.02040816326532
1977-08-01,0
1977-09-01,0.67340067340067
1977-10-01,0.334448160535115
1977-11-01,0.333333333333349
1977-12-01,0.664451827242504
1978-01-01,1.32013201320133
1978-02-01,0.651465798045599
1978-03-01,0.970873786407761
1978-04-01,1.60256410256411
1978-05-01,0.31545741324921
1978-06-01,0.628930817610059
1978-07-01,0.312500000000014
1978-08-01,0.934579439252331
1978-09-01,0.925925925925921
1978-10-01,2.14067278287462
1978-11-01,0.598802395209577
1978-12-01,0.297619047619061
1979-01-01,2.9673590504451
1979-02-01,1.72910662824206
1979-03-01,0.84985835694052
1979-04-01,1.12359550561796
1979-05-01,0.833333333333343
1979-06-01,0.55096418732782
1979-07-01,1.36986301369864
1979-08-01,0.540540540540552
1979-09-01,1.61290322580644
1979-10-01,1.85185185185186
1979-11-01,0.259740259740258
1979-12-01,1.03626943005181
1980-01-01,3.84615384615385
1980-02-01,0.493827160493824
1980-03-01,-0.491400491400489
1980-04-01,0.740740740740736
1980-05-01,0.490196078431382
1980-06-01,0.487804878048778
1980-07-01,0.970873786407774
1980-08-01,1.44230769230768
1980-09-01,0.947867298578206
1980-10-01,1.40845070422536
1980-11-01,0.925925925925908
1980-12-01,0.229357798165148
1981-01-01,1.14416475972541
1981-02-01,0.904977375565594
1981-03-01,0.672645739910322
1981-04-01,0.890868596881943
1981-05-01,0.662251655629158
1981-06-01,1.09649122807017
1981-07-01,0.650759219088933
1981-08-01,0.862068965517236
1981-09-01,0.213675213675224
1981-10-01,0.852878464818758
1981-11-01,-0.211416490486257
1981-12-01,0.21186440677966
1982-01-01,1.26849894291754
1982-02-01,0.626304801670164
1982-03-01,0.622406639004146
1982-04-01,0.824742268041232
1982-05-01,0.408997955010244
1982-06-01,0.407331975560058
1982-07-01,0.202839756592291
1982-08-01,-0.20242914979757
1982-09-01,0.811359026369185
1982-10-01,0.201207243460742
1982-11-01,-0.200803212851384
1982-12-01,0
1983-01-01,0
1983-02-01,0
1983-03-01,1.00603621730382
1983-04-01,0.39840637450199
1983-05-01,0.595238095238092
1983-06-01,0.788954635108477
1983-07-01,0.19569471624266
1983-08-01,0.195312499999999
1983-09-01,-0.194931773879141
1983-10-01,0.390624999999998
1983-11-01,0
1983-12-01,0.583657587548655
1984-01-01,0.773694390715663
1984-02-01,0.383877159309019
1984-03-01,0.764818355640531
1984-04-01,0.759013282732463
1984-05-01,0
1984-06-01,0
1984-07-01,0.753295668549901
1984-08-01,0
1984-09-01,-0.186915887850466
1984-10-01,0
1984-11-01,0.561797752808986
1984-12-01,0.186219739292364
1985-01-01,0.557620817843863
1985-02-01,0.184842883548982
1985-03-01,0.553505535055347
1985-04-01,0
1985-05-01,0.183486238532128
1985-06-01,0
1985-07-01,0
1985-08-01,-0.183150183150201
1985-09-01,0.183486238532128
1985-10-01,0.366300366300345
1985-11-01,0.182481751824835
1985-12-01,0.728597449908902
1986-01-01,-0.180831826401427
1986-02-01,-0.181159420289854
1986-03-01,-0.181488203266787
1986-04-01,-0.181818181818181
1986-05-01,-0.72859744990894
1986-06-01,0.366972477064237
1986-07-01,0.182815356489925
1986-08-01,0.547445255474468
1986-09-01,0.181488203266787
1986-10-01,0.543478260869562
1986-11-01,0
1986-12-01,-0.180180180180179
1987-01-01,0.541516245487361
1987-02-01,-0.359066427289046
1987-03-01,0
1987-04-01,0.720720720720716
1987-05-01,0.894454382826471
1987-06-01,0.177304964539025
1987-07-01,0.530973451327412
1987-08-01,0.528169014084522
1987-09-01,0
1987-10-01,0.350262697022747
1987-11-01,0.698080279232144
1987-12-01,0.173310225303274
1988-01-01,0.865051903114182
1988-02-01,-0.343053173241833
1988-03-01,0.344234079173818
1988-04-01,0.34305317324185
1988-05-01,0.51282051282051
1988-06-01,0.340136054421767
1988-07-01,0.508474576271184
1988-08-01,0.337268128161904
1988-09-01,0
1988-10-01,0
1988-11-01,0.672268907563021
1988-12-01,0
1989-01-01,0.667779632721198
1989-02-01,0
1989-03-01,0.331674958540628
1989-04-01,-0.165289256198346
1989-05-01,0
1989-06-01,0.165562913907284
1989-07-01,-0.165289256198346
1989-08-01,-0.165562913907284
1989-09-01,-0.165837479270297
1989-10-01,-0.166112956810648
1989-11-01,-0.33277870216306
1989-12-01,-0.1669449081803
1990-01-01,0
1990-02-01,0.836120401337788
1990-03-01,-0.165837479270297
1990-04-01,-0.166112956810648
1990-05-01,0.49916805324459
