"Date","CANPIEAFD01GYM"
1960-01-01,-2.85714285714287
1960-02-01,-2.87356321839081
1960-03-01,-2.89017341040462
1960-04-01,-1.73410404624278
1960-05-01,-1.16279069767441
1960-06-01,0
1960-07-01,1.16279069767441
1960-08-01,1.16959064327485
1960-09-01,0.581395348837218
1960-10-01,1.16959064327485
1960-11-01,2.35294117647058
1960-12-01,2.94117647058825
1961-01-01,3.52941176470589
1961-02-01,4.73372781065088
1961-03-01,4.76190476190477
1961-04-01,3.52941176470589
1961-05-01,2.94117647058825
1961-06-01,1.75438596491226
1961-07-01,0.574712643678181
1961-08-01,1.15606936416186
1961-09-01,1.73410404624278
1961-10-01,1.15606936416186
1961-11-01,0
1961-12-01,0
1962-01-01,0.568181818181794
1962-02-01,0
1962-03-01,0.568181818181794
1962-04-01,0.568181818181794
1962-05-01,1.14285714285712
1962-06-01,2.87356321839082
1962-07-01,3.42857142857144
1962-08-01,3.99999999999999
1962-09-01,2.8409090909091
1962-10-01,3.42857142857144
1962-11-01,4.02298850574716
1962-12-01,3.42857142857144
1963-01-01,2.82485875706216
1963-02-01,2.82485875706216
1963-03-01,2.82485875706216
1963-04-01,2.82485875706216
1963-05-01,3.95480225988701
1963-06-01,4.46927374301677
1963-07-01,3.86740331491711
1963-08-01,2.19780219780221
1963-09-01,3.31491712707181
1963-10-01,3.31491712707181
1963-11-01,4.41988950276242
1963-12-01,3.31491712707181
1964-01-01,3.29670329670331
1964-02-01,2.74725274725276
1964-03-01,2.74725274725276
1964-04-01,2.74725274725276
1964-05-01,1.63043478260871
1964-06-01,-0.534759358288768
1964-07-01,-0.531914893617019
1964-08-01,0
1964-09-01,-0.534759358288768
1964-10-01,-0.534759358288768
1964-11-01,-2.11640211640213
1964-12-01,-1.60427807486633
1965-01-01,-2.6595744680851
1965-02-01,-1.06951871657756
1965-03-01,-1.06951871657756
1965-04-01,-1.06951871657756
1965-05-01,-0.534759358288768
1965-06-01,1.61290322580645
1965-07-01,1.06951871657754
1965-08-01,2.15053763440859
1965-09-01,1.61290322580645
1965-10-01,2.15053763440859
1965-11-01,3.78378378378379
1965-12-01,4.89130434782611
1966-01-01,7.103825136612
1966-02-01,7.56756756756756
1966-03-01,7.02702702702702
1966-04-01,5.94594594594595
1966-05-01,5.91397849462364
1966-06-01,4.76190476190474
1966-07-01,5.29100529100527
1966-08-01,5.26315789473684
1966-09-01,6.34920634920635
1966-10-01,5.26315789473684
1966-11-01,3.12499999999999
1966-12-01,3.10880829015541
1967-01-01,1.53061224489795
1967-02-01,0
1967-03-01,0.505050505050503
1967-04-01,1.53061224489795
1967-05-01,1.52284263959392
1967-06-01,1.51515151515153
1967-07-01,0.502512562814088
1967-08-01,0
1967-09-01,0
1967-10-01,0
1967-11-01,1.01010101010103
1967-12-01,0.502512562814088
1968-01-01,0.502512562814088
1968-02-01,0.502512562814088
1968-03-01,0
1968-04-01,0.502512562814088
1968-05-01,0
1968-06-01,0.497512437810924
1968-07-01,1.5
1968-08-01,2.49999999999999
1968-09-01,2.48756218905474
1968-10-01,2.49999999999999
1968-11-01,2.49999999999999
1968-12-01,3.49999999999999
1969-01-01,3.49999999999999
1969-02-01,4.00000000000001
1969-03-01,4.52261306532666
1969-04-01,5.5
1969-05-01,6.50000000000002
1969-06-01,7.42574257425746
1969-07-01,6.89655172413795
1969-08-01,4.87804878048781
1969-09-01,4.36893203883494
1969-10-01,4.39024390243903
1969-11-01,4.39024390243903
1969-12-01,3.86473429951691
1970-01-01,5.79710144927536
1970-02-01,5.28846153846152
1970-03-01,5.28846153846152
1970-04-01,3.79146919431278
1970-05-01,2.81690140845068
1970-06-01,0.921658986175094
1970-07-01,0.921658986175094
1970-08-01,1.3953488372093
1970-09-01,1.3953488372093
1970-10-01,1.86915887850467
1970-11-01,1.40186915887852
1970-12-01,0.93023255813955
1971-01-01,0
1971-02-01,0.913242009132435
1971-03-01,0.913242009132435
1971-04-01,1.36986301369863
1971-05-01,1.36986301369863
1971-06-01,1.82648401826485
1971-07-01,2.73972602739727
1971-08-01,3.66972477064221
1971-09-01,3.66972477064221
1971-10-01,4.58715596330276
1971-11-01,5.52995391705067
1971-12-01,6.4516129032258
1972-01-01,5.93607305936073
1972-02-01,7.23981900452488
1972-03-01,8.14479638009049
1972-04-01,8.1081081081081
1972-05-01,9.00900900900901
1972-06-01,9.41704035874438
1972-07-01,8.44444444444443
1972-08-01,8.40707964601769
1972-09-01,9.29203539823009
1972-10-01,9.21052631578948
1972-11-01,9.1703056768559
1972-12-01,10.3896103896104
1973-01-01,12.9310344827586
1973-02-01,12.2362869198312
1973-03-01,14.2259414225942
1973-04-01,14.5833333333334
1973-05-01,17.7685950413223
1973-06-01,19.672131147541
1973-07-01,22.5409836065574
1973-08-01,35.1020408163266
1973-09-01,27.9352226720648
1973-10-01,25.7028112449799
1973-11-01,24
1973-12-01,22.7450980392157
1974-01-01,23.2824427480916
1974-02-01,23.6842105263158
1974-03-01,20.1465201465201
1974-04-01,20.7272727272727
1974-05-01,16.4912280701754
1974-06-01,13.6986301369863
