"Date","LREM55MACAM156S"
1995-01-01,53.7642221338757
1995-02-01,54.2955626947023
1995-03-01,54.4924470443155
1995-04-01,53.6019308268553
1995-05-01,53.1059410811087
1995-06-01,52.9597459469576
1995-07-01,53.0134548665847
1995-08-01,53.0744361637452
1995-09-01,52.7143446193567
1995-10-01,53.0079098186207
1995-11-01,52.8979218338269
1995-12-01,53.2554028848928
1996-01-01,52.8006243663536
1996-02-01,53.414253805518
1996-03-01,53.8061511224459
1996-04-01,53.4197185686453
1996-05-01,53.5119958406933
1996-06-01,53.932079601762
1996-07-01,54.5452877135478
1996-08-01,53.9396207951078
1996-09-01,52.9693578577653
1996-10-01,53.4444669894739
1996-11-01,53.8474594672081
1996-12-01,54.0434261578628
1997-01-01,53.9175981936248
1997-02-01,54.9972434820589
1997-03-01,55.3034308382923
1997-04-01,55.0806284687712
1997-05-01,55.5571155902589
1997-06-01,55.9826723725564
1997-07-01,55.1700233502567
1997-08-01,55.7605120087018
1997-09-01,55.2059938485566
1997-10-01,55.3327914361318
1997-11-01,54.8092131213753
1997-12-01,55.0042078970485
1998-01-01,54.9217054017088
1998-02-01,54.708787569415
1998-03-01,54.1760866631673
1998-04-01,53.183747021236
1998-05-01,54.3380041504052
1998-06-01,54.8096473592917
1998-07-01,55.0292511828015
1998-08-01,55.3937730080715
1998-09-01,55.8395389904805
1998-10-01,55.1656199970932
1998-11-01,54.9886190150921
1998-12-01,54.854102701709
1999-01-01,56.3592888571686
1999-02-01,54.9241229173536
1999-03-01,54.7657589442124
1999-04-01,56.0868051482392
1999-05-01,55.9161614515249
1999-06-01,56.7502032608528
1999-07-01,56.1883503553053
1999-08-01,56.9391275202921
1999-09-01,57.3593144975743
1999-10-01,57.6802465002051
1999-11-01,57.5721219290286
1999-12-01,57.793674716264
2000-01-01,57.7813673702866
2000-02-01,57.4349978140273
2000-03-01,57.3411247973092
2000-04-01,57.3572788519087
2000-05-01,57.7867617351118
2000-06-01,57.5944922819085
2000-07-01,57.0923097545095
2000-08-01,57.3322829743029
2000-09-01,56.6948918323083
2000-10-01,56.4798782978716
2000-11-01,57.2195490781872
2000-12-01,58.4837975997301
2001-01-01,56.49388896438
2001-02-01,56.7758656161958
2001-03-01,57.828353415355
2001-04-01,57.5795936922678
2001-05-01,57.402141260764
2001-06-01,57.5664525103523
2001-07-01,57.5364784317085
2001-08-01,57.8285850716854
2001-09-01,57.4556422644117
2001-10-01,57.0718041566405
2001-11-01,56.5225935363133
2001-12-01,57.3660839847569
2002-01-01,57.9124025345683
2002-02-01,58.3499885777103
2002-03-01,58.679811247495
2002-04-01,59.1587664628295
2002-05-01,58.9910698758336
2002-06-01,59.1610421327639
2002-07-01,58.5138583126158
2002-08-01,58.7138438382806
2002-09-01,59.1885745026605
2002-10-01,59.1337780653471
2002-11-01,60.2330774294556
2002-12-01,59.9027750102347
2003-01-01,60.3086149067555
2003-02-01,60.1912227117475
2003-03-01,60.2191425447522
2003-04-01,60.9819248835978
2003-05-01,60.5717507648733
2003-06-01,60.5684134693012
2003-07-01,60.6229830307749
2003-08-01,61.1666878014327
2003-09-01,61.3377477705664
2003-10-01,61.7360227805377
2003-11-01,61.4642001530833
2003-12-01,61.6819854156093
2004-01-01,61.7363019922388
2004-02-01,62.3572824091573
2004-03-01,61.4422202668834
2004-04-01,61.7517371122214
2004-05-01,61.9169312246844
2004-06-01,61.7082275478721
2004-07-01,61.2600728961778
2004-08-01,61.2544895405574
2004-09-01,61.7405172360276
2004-10-01,62.3070336016981
2004-11-01,62.8202934237121
2004-12-01,62.4799971969576
2005-01-01,63.7457706887427
2005-02-01,63.0987681803106
2005-03-01,62.8796955778664
2005-04-01,63.0773657004601
2005-05-01,63.3690402295801
2005-06-01,63.1374033993328
2005-07-01,62.9148227071291
2005-08-01,63.0420265335386
2005-09-01,63.0583579605136
2005-10-01,63.0348874741746
2005-11-01,62.7152565059024
2005-12-01,62.8278056893641
2006-01-01,62.8817283820406
2006-02-01,62.4005769840662
2006-03-01,62.2980426263467
2006-04-01,62.4590173924596
2006-05-01,62.6870628912122
2006-06-01,62.492416276816
2006-07-01,62.5455279042759
2006-08-01,62.6138086098914
2006-09-01,62.7132033485366
2006-10-01,63.1955167574478
2006-11-01,63.1949113534874
2006-12-01,63.4662527305499
2007-01-01,62.5622655077866
2007-02-01,63.0083495461281
2007-03-01,62.9587319782608
2007-04-01,63.6584709286953
2007-05-01,63.5254639595752
2007-06-01,62.8547347015463
2007-07-01,62.9843600568883
2007-08-01,63.5781438986761
2007-09-01,63.6204183557905
2007-10-01,64.000150576705
2007-11-01,63.5598526282076
2007-12-01,64.0487028074267
2008-01-01,63.8884717289062
2008-02-01,63.3881907576472
2008-03-01,63.3169146900274
2008-04-01,63.0572704659424
2008-05-01,62.7387571484748
2008-06-01,62.5653487955767
2008-07-01,62.3586764047402
2008-08-01,62.467793525846
2008-09-01,62.9885240796767
2008-10-01,63.2412643522425
2008-11-01,62.7072955674078
2008-12-01,62.7737739272049
2009-01-01,63.2944739514069
2009-02-01,61.4615945981632
2009-03-01,61.6060908203512
2009-04-01,62.3614583433721
2009-05-01,61.8109085848554
2009-06-01,61.9358457475764
2009-07-01,62.4395104468279
2009-08-01,62.2846665929158
2009-09-01,61.8099763057138
2009-10-01,61.8020508937859
2009-11-01,62.4512687116258
2009-12-01,62.2079940616929
2010-01-01,61.9371826561898
2010-02-01,62.5591466359038
2010-03-01,62.1834477148036
2010-04-01,62.9657402844655
2010-05-01,62.7026918249893
2010-06-01,62.589790193377
2010-07-01,62.6445971768871
2010-08-01,62.499003534958
2010-09-01,63.879520722031
2010-10-01,63.7413178432434
2010-11-01,64.3940138270476
2010-12-01,64.2123304666076
2011-01-01,63.8191323284764
2011-02-01,63.4908661145707
2011-03-01,63.4436224000528
2011-04-01,63.6363945748571
2011-05-01,63.6066032254207
2011-06-01,63.2982526437129
2011-07-01,63.4025075795433
2011-08-01,63.1999757334787
2011-09-01,63.685400514508
2011-10-01,63.8268335990735
2011-11-01,63.7424416738912
2011-12-01,64.2937027380188
2012-01-01,63.8578317818818
2012-02-01,63.7050312579771
2012-03-01,64.5027379614041
2012-04-01,64.6556036789966
2012-05-01,64.8578492555086
2012-06-01,64.0060920795585
2012-07-01,64.3105300427197
2012-08-01,64.9641624284894
2012-09-01,65.2127454069616
2012-10-01,65.0621989924186
