"Date","CANPRINTO01IXOBM"
1961-01-01,20.9500968355203
1961-02-01,22.0551073252302
1961-03-01,21.745027851077
1961-04-01,22.3877380338674
1961-05-01,22.7936602545772
1961-06-01,22.5681479097384
1961-07-01,22.4723051631819
1961-08-01,23.0360860252788
1961-09-01,24.3271441994807
1961-10-01,24.2482148787871
1961-11-01,24.4117113287952
1961-12-01,23.0191725994159
1962-01-01,23.0924641114885
1962-02-01,24.5019162667307
1962-03-01,24.7950823150211
1962-04-01,24.8289091667469
1962-05-01,25.4941705840212
1962-06-01,24.6484992908759
1962-07-01,25.0544215115857
1962-08-01,25.3701387943599
1962-09-01,26.5371651789005
1962-10-01,26.1650698099165
1962-11-01,26.266550365094
1962-12-01,24.4229869460372
1963-01-01,24.7556176546743
1963-02-01,26.1481563840536
1963-03-01,26.0635892547391
1963-04-01,26.4356846237231
1963-05-01,27.0896704237554
1963-06-01,26.446960240965
1963-07-01,25.3757766029809
1963-08-01,26.2158100875053
1963-09-01,27.9860819944895
1963-10-01,28.0142710375943
1963-11-01,28.8543045221187
1963-12-01,27.1911509789329
1964-01-01,27.4166633237716
1964-02-01,29.0347143979897
1964-03-01,28.9332338428123
1964-04-01,29.2827779773123
1964-05-01,29.9762284376915
1964-06-01,28.5667762824493
1964-07-01,27.9917198031105
1964-08-01,29.0967302928204
1964-09-01,30.618938620482
1964-10-01,30.6471276635868
1964-11-01,31.4476964877644
1964-12-01,29.4631878531833
1965-01-01,30.0100552894173
1965-02-01,31.1150657791272
1965-03-01,31.5379014256999
1965-04-01,31.6844844498451
1965-05-01,32.2539031205629
1965-06-01,31.4195074446595
1965-07-01,30.60766300324
1965-08-01,31.520987999837
1965-09-01,32.8120461740389
1965-10-01,33.7140955533939
1965-11-01,34.3455301189424
1965-12-01,32.7669437050711
1966-01-01,32.6767387671356
1966-02-01,34.3342545017004
1966-03-01,34.0072616016842
1966-04-01,34.4977509517085
1966-05-01,34.4582862913618
1966-06-01,33.1954171602647
1966-07-01,32.1411469481436
1966-08-01,33.3532758016519
1966-09-01,34.8867597465554
1966-10-01,35.3941625224426
1966-11-01,35.6196748672814
1966-12-01,33.8550407689181
1967-01-01,33.7140955533939
1967-02-01,34.9995159189748
1967-03-01,34.8754841293135
1967-04-01,35.506918694862
1967-05-01,35.3095953931281
1967-06-01,34.3398923103214
1967-07-01,32.8120461740389
1967-08-01,34.4413728654989
1967-09-01,36.1778179207573
1967-10-01,36.0255970879911
1967-11-01,37.1700722380478
1967-12-01,35.9579433845395
1968-01-01,35.0277049620796
1968-02-01,36.3187631362815
1968-03-01,36.5386376724993
1968-04-01,37.7056640570398
1968-05-01,38.0777594260238
1968-06-01,37.4350492432333
1968-07-01,35.1122720913942
1968-08-01,36.4427949259428
1968-09-01,39.3462663657418
1968-10-01,39.8367557157661
1968-11-01,40.936128396855
1968-12-01,38.6866427570884
1969-01-01,38.5569731588061
1969-02-01,40.4794658985565
1969-03-01,41.0883492296212
1969-04-01,40.8684746934034
1969-05-01,40.8064587985727
1969-06-01,40.220126701992
1969-07-01,37.0629538742494
1969-08-01,38.2581693018948
1969-09-01,40.8684746934034
1969-10-01,40.7669941382259
1969-11-01,41.9114692882826
1969-12-01,39.7634642036935
1970-01-01,39.3180773226369
1970-02-01,41.4040665123954
1970-03-01,40.569670836492
