"Date","CANCP100000GYM"
2015-12-01,2.94833540000001
2016-01-01,2.99535776212845
2016-02-01,2.99535776212845
2016-03-01,2.99535776212845
2016-04-01,2.99535776212845
2016-05-01,2.99535806216033
2016-06-01,2.99535806216033
2016-07-01,2.99535806216033
2016-08-01,2.99535806216033
2016-09-01,2.58913579286489
2016-10-01,2.58913579286489
2016-11-01,2.58913579286489
2016-12-01,2.57572362845606
2017-01-01,2.34559091810317
2017-02-01,2.34559091810317
2017-03-01,2.34559091810317
2017-04-01,2.34559091810317
2017-05-01,2.3455906199641
2017-06-01,2.3455906199641
2017-07-01,2.3455906199641
2017-08-01,2.3455906199641
2017-09-01,2.73277942116348
2017-10-01,2.73277942116348
2017-11-01,2.73277942116348
2017-12-01,2.74621212121211
2018-01-01,3.03605313092979
2018-02-01,3.03605313092979
2018-03-01,3.03605313092979
2018-04-01,3.03605313092979
2018-05-01,3.03605313092979
2018-06-01,3.03605313092979
2018-07-01,3.03605313092979
2018-08-01,3.03605313092979
2018-09-01,0.0921658986175218
2018-10-01,2.94930875576037
2018-11-01,2.94930875576037
2018-12-01,2.94930875576037
2019-01-01,2.94659300184162
2019-02-01,2.94659300184162
2019-03-01,2.94659300184162
2019-04-01,2.94659300184162
2019-05-01,2.94659300184162
2019-06-01,2.94659300184162
2019-07-01,2.94659300184162
2019-08-01,2.94659300184162
2019-09-01,2.94659300184162
2019-10-01,-3.13339301700984
2019-11-01,-3.13339301700984
2019-12-01,-3.13339301700984
2020-01-01,-3.04114490161002
2020-02-01,-3.04114490161002
2020-03-01,-3.04114490161002
2020-04-01,-3.04114490161002
2020-05-01,-3.04114490161002
2020-06-01,-3.04114490161002
2020-07-01,-3.02263084608498
2020-08-01,-3.04114490161002
2020-09-01,-1.34168157423972
2020-10-01,1.94085027726432
2020-11-01,1.94085027726432
2020-12-01,1.94085027726432
2021-01-01,2.02952029520293
2021-02-01,2.02952029520293
2021-03-01,2.02952029520293
2021-04-01,2.02952029520293
2021-05-01,2.02952029520293
2021-06-01,2.02952029520293
2021-07-01,2.01004172798236
2021-08-01,2.02952029520293
2021-09-01,2.26654578422483
2021-10-01,2.26654578422483
2021-11-01,2.26654578422483
2021-12-01,2.26654578422483
2022-01-01,1.98915009041592
2022-02-01,1.98915009041592
2022-03-01,1.98915009041592
2022-04-01,1.98915009041592
2022-05-01,1.98915009041592
2022-06-01,1.98915009041592
2022-07-01,1.98915009041592
2022-08-01,1.98915009041592
2022-09-01,2.4822695035461
2022-10-01,2.4822695035461
2022-11-01,2.4822695035461
2022-12-01,2.4822695035461
2023-01-01,2.74822695035462
2023-02-01,2.74822695035462
2023-03-01,2.74822695035462
2023-04-01,2.74822695035462
2023-05-01,2.74822695035462
2023-06-01,2.74822695035462
2023-07-01,2.74822695035462
2023-08-01,2.74822695035462
2023-09-01,2.85467128027683
2023-10-01,2.85467128027683
