"Date","LRIN64TTCAM156S"
1995-01-01,24.902633517008
1995-02-01,25.1377740894681
1995-03-01,24.9182379550248
1995-04-01,25.3524452082242
1995-05-01,25.3341800942519
1995-06-01,25.3845535611119
1995-07-01,25.3358079163937
1995-08-01,25.4647775532564
1995-09-01,25.5552369505087
1995-10-01,25.4731449343519
1995-11-01,25.8203739194613
1995-12-01,25.5376474525581
1996-01-01,25.3746358498399
1996-02-01,25.3478370694709
1996-03-01,25.4850204173663
1996-04-01,25.5411776958648
1996-05-01,25.6475413348614
1996-06-01,25.4853267938585
1996-07-01,25.3926423031579
1996-08-01,25.5065002467716
1996-09-01,25.3834273297873
1996-10-01,25.4136040639538
1996-11-01,25.4219351243522
1996-12-01,25.414303488147
1997-01-01,25.3239628911651
1997-02-01,25.2947072311977
1997-03-01,25.3745772815193
1997-04-01,25.3048309985672
1997-05-01,25.2510560727939
1997-06-01,25.030156805781
1997-07-01,25.2814851349147
1997-08-01,24.9781533989133
1997-09-01,24.9636307019011
1997-10-01,24.9103634202196
1997-11-01,24.8867283631393
1997-12-01,25.1500807902409
1998-01-01,25.0364658528734
1998-02-01,24.9523605466873
1998-03-01,24.9899230308189
1998-04-01,24.9316031206482
1998-05-01,25.0332329164389
1998-06-01,24.8288237904117
1998-07-01,24.7782859715417
1998-08-01,24.809235247636
1998-09-01,24.5406428451151
1998-10-01,24.6383265808852
1998-11-01,24.5045075972901
1998-12-01,24.4160437909795
1999-01-01,24.3692244523469
1999-02-01,24.4106423631406
1999-03-01,24.4298086761674
1999-04-01,23.9662913609479
1999-05-01,24.0943165511147
1999-06-01,24.2739015228291
1999-07-01,24.0987386795215
1999-08-01,24.244194653451
1999-09-01,24.1076376822325
1999-10-01,24.1646570488767
1999-11-01,24.2377190463378
1999-12-01,24.1671341603143
2000-01-01,24.2482249936396
2000-02-01,23.9777020300224
2000-03-01,23.9935627276892
2000-04-01,24.0249021454141
2000-05-01,23.9646841116351
2000-06-01,24.0285078789204
2000-07-01,23.9086551309446
2000-08-01,23.7808047956725
2000-09-01,23.7210992151677
2000-10-01,23.5730819571122
2000-11-01,23.5835532633766
2000-12-01,23.5695546818116
2001-01-01,23.6332551682721
2001-02-01,23.6789138679163
2001-03-01,23.5967977213952
2001-04-01,23.5120535913166
2001-05-01,23.6190349651992
2001-06-01,23.7758377935666
2001-07-01,23.8903838579611
2001-08-01,23.8245848905184
2001-09-01,23.8147489503201
2001-10-01,23.793375697965
2001-11-01,23.6425935160207
2001-12-01,23.4710915829011
2002-01-01,23.1462622498172
2002-02-01,23.2709014532586
2002-03-01,23.0280622700121
2002-04-01,22.9926963269617
2002-05-01,22.7927506331923
2002-06-01,22.7628745678743
2002-07-01,22.4571195893882
2002-08-01,22.26891226163
2002-09-01,22.2474288181741
2002-10-01,22.2660456959355
2002-11-01,22.1654780045144
2002-12-01,22.0521745020421
